GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,period
8,2022-23,1.5,0.1,0.4,0.2,0.1,0.0,John Butler Jr.,3
18,2022-23,1.2,0.7,0.2,0.2,0.3,0.0,John Butler Jr.,4
18,2022-23,5.4,2.9,0.7,0.6,0.1,0.3,Jamal Cain,0
12,2022-23,1.7,0.9,0.1,0.2,0.0,0.1,Jamal Cain,1
9,2022-23,2.6,1.9,0.3,0.4,0.1,0.0,Jamal Cain,2
10,2022-23,1.2,0.8,0.2,0.0,0.0,0.1,Jamal Cain,3
14,2022-23,3.1,1.1,0.4,0.4,0.0,0.3,Jamal Cain,4
76,2022-23,10.8,2.7,2.4,1.5,0.5,1.1,Kentavious Caldwell-Pope,0
76,2022-23,3.3,0.8,0.7,0.4,0.1,0.3,Kentavious Caldwell-Pope,1
76,2022-23,2.8,0.7,0.6,0.4,0.1,0.3,Kentavious Caldwell-Pope,2
75,2022-23,2.9,0.7,0.8,0.5,0.1,0.3,Kentavious Caldwell-Pope,3
65,2022-23,2.2,0.6,0.3,0.3,0.1,0.3,Kentavious Caldwell-Pope,4
60,2022-23,5.0,2.1,1.3,0.4,0.2,0.6,Vlatko Cancar,0
44,2022-23,1.7,0.7,0.5,0.2,0.1,0.3,Vlatko Cancar,1
41,2022-23,2.1,0.8,0.4,0.1,0.0,0.2,Vlatko Cancar,2
39,2022-23,1.6,0.8,0.5,0.2,0.1,0.2,Vlatko Cancar,3
47,2022-23,1.5,0.8,0.4,0.1,0.1,0.2,Vlatko Cancar,4
65,2022-23,12.0,11.0,0.9,0.7,1.2,0.8,Clint Capela,0
65,2022-23,3.6,3.6,0.2,0.2,0.3,0.2,Clint Capela,1
65,2022-23,2.8,2.3,0.2,0.1,0.4,0.2,Clint Capela,2
65,2022-23,3.6,3.2,0.4,0.3,0.4,0.3,Clint Capela,3
55,2022-23,2.0,2.1,0.1,0.1,0.3,0.1,Clint Capela,4
81,2022-23,8.0,2.5,2.4,0.8,0.4,1.0,Jevon Carter,0
77,2022-23,1.8,0.6,0.7,0.2,0.1,0.3,Jevon Carter,1
80,2022-23,2.4,0.6,0.6,0.3,0.1,0.3,Jevon Carter,2
77,2022-23,1.6,0.7,0.7,0.2,0.1,0.1,Jevon Carter,3
73,2022-23,2.5,0.7,0.6,0.2,0.1,0.2,Jevon Carter,4
57,2022-23,15.2,8.7,2.3,0.5,0.6,1.9,Wendell Carter Jr.,0
57,2022-23,4.8,2.8,0.7,0.1,0.2,0.5,Wendell Carter Jr.,1
56,2022-23,3.2,1.7,0.5,0.2,0.2,0.5,Wendell Carter Jr.,2
57,2022-23,4.4,2.5,0.6,0.1,0.1,0.6,Wendell Carter Jr.,3
51,2022-23,3.0,1.9,0.5,0.2,0.1,0.4,Wendell Carter Jr.,4
67,2022-23,5.6,2.9,2.9,1.5,0.7,1.1,Alex Caruso,0
66,2022-23,1.5,0.8,0.7,0.3,0.2,0.3,Alex Caruso,1
65,2022-23,1.6,0.8,0.8,0.4,0.2,0.3,Alex Caruso,2
60,2022-23,1.8,0.8,0.9,0.3,0.1,0.3,Alex Caruso,3
56,2022-23,1.1,0.8,0.7,0.5,0.1,0.3,Alex Caruso,4
17,2022-23,9.7,3.5,0.6,0.4,0.3,0.6,Julian Champagnie,0
13,2022-23,3.8,1.1,0.2,0.1,0.2,0.1,Julian Champagnie,1
13,2022-23,4.0,1.1,0.1,0.2,0.2,0.4,Julian Champagnie,2
13,2022-23,3.3,1.2,0.2,0.2,0.0,0.2,Julian Champagnie,3
17,2022-23,1.2,0.9,0.2,0.1,0.1,0.2,Julian Champagnie,4
41,2022-23,3.1,1.8,0.5,0.2,0.2,0.3,Max Christie,0
28,2022-23,1.0,0.6,0.1,0.1,0.1,0.1,Max Christie,1
26,2022-23,1.0,0.7,0.2,0.1,0.1,0.1,Max Christie,2
22,2022-23,1.3,0.8,0.2,0.0,0.0,0.1,Max Christie,3
36,2022-23,1.3,0.6,0.2,0.1,0.1,0.2,Max Christie,4
64,2022-23,5.8,1.1,1.1,0.5,0.2,0.9,Josh Christopher,0
26,2022-23,1.6,0.4,0.1,0.1,0.1,0.2,Josh Christopher,1
53,2022-23,2.2,0.5,0.6,0.2,0.1,0.3,Josh Christopher,2
25,2022-23,1.0,0.3,0.4,0.1,0.0,0.4,Josh Christopher,3
52,2022-23,3.6,0.5,0.6,0.4,0.2,0.5,Josh Christopher,4
56,2022-23,10.0,5.5,1.3,0.6,0.7,1.0,Brandon Clarke,0
56,2022-23,2.3,1.3,0.4,0.1,0.2,0.2,Brandon Clarke,1
55,2022-23,2.3,1.4,0.5,0.2,0.2,0.2,Brandon Clarke,2
54,2022-23,2.2,1.1,0.2,0.2,0.2,0.3,Brandon Clarke,3
51,2022-23,3.5,2.0,0.3,0.1,0.1,0.4,Brandon Clarke,4
61,2022-23,20.8,4.0,4.4,0.5,0.2,3.0,Jordan Clarkson,0
61,2022-23,4.6,0.9,0.9,0.1,0.0,0.7,Jordan Clarkson,1
61,2022-23,4.8,0.9,1.2,0.2,0.1,0.7,Jordan Clarkson,2
61,2022-23,6.3,1.4,1.3,0.2,0.1,1.0,Jordan Clarkson,3
54,2022-23,5.5,0.9,1.0,0.1,0.0,0.7,Jordan Clarkson,4
76,2022-23,12.6,9.2,1.9,0.9,2.5,1.3,Nic Claxton,0
76,2022-23,3.3,2.6,0.5,0.2,0.7,0.2,Nic Claxton,1
76,2022-23,2.9,2.1,0.5,0.2,0.4,0.3,Nic Claxton,2
76,2022-23,3.9,2.6,0.5,0.3,0.7,0.3,Nic Claxton,3
69,2022-23,2.8,2.2,0.4,0.2,0.7,0.4,Nic Claxton,4
50,2022-23,3.4,1.1,1.1,0.1,0.1,0.4,Amir Coffey,0
22,2022-23,0.9,0.3,0.2,0.0,0.0,0.1,Amir Coffey,1
24,2022-23,1.4,0.5,0.5,0.0,0.0,0.1,Amir Coffey,2
21,2022-23,2.8,0.6,0.6,0.1,0.0,0.1,Amir Coffey,3
47,2022-23,1.3,0.4,0.5,0.1,0.1,0.3,Amir Coffey,4
71,2022-23,13.1,6.5,1.2,0.6,1.0,1.1,John Collins,0
71,2022-23,4.5,1.7,0.4,0.2,0.3,0.4,John Collins,1
71,2022-23,3.2,1.5,0.3,0.1,0.2,0.3,John Collins,2
70,2022-23,3.4,1.8,0.3,0.2,0.2,0.3,John Collins,3
65,2022-23,2.1,1.5,0.3,0.1,0.3,0.2,John Collins,4
63,2022-23,11.6,6.4,2.9,0.6,0.8,2.0,Zach Collins,0
63,2022-23,3.0,1.8,0.8,0.2,0.3,0.5,Zach Collins,1
62,2022-23,3.6,1.5,0.8,0.1,0.3,0.6,Zach Collins,2
63,2022-23,2.7,1.7,0.7,0.1,0.1,0.4,Zach Collins,3
58,2022-23,2.4,1.6,0.6,0.1,0.2,0.6,Zach Collins,4
67,2022-23,11.9,2.7,6.7,1.1,0.2,1.5,Mike Conley,0
67,2022-23,2.8,0.4,1.6,0.3,0.0,0.4,Mike Conley,1
66,2022-23,3.1,0.8,1.6,0.4,0.0,0.5,Mike Conley,2
67,2022-23,2.8,0.7,2.0,0.3,0.1,0.3,Mike Conley,3
64,2022-23,3.2,0.8,1.6,0.2,0.1,0.4,Mike Conley,4
61,2022-23,7.6,4.6,1.3,0.6,0.2,0.5,Pat Connaughton,0
57,2022-23,1.9,1.4,0.4,0.1,0.0,0.1,Pat Connaughton,1
58,2022-23,2.3,1.1,0.3,0.2,0.1,0.1,Pat Connaughton,2
58,2022-23,1.9,1.2,0.3,0.2,0.0,0.2,Pat Connaughton,3
54,2022-23,2.1,1.3,0.4,0.2,0.0,0.1,Pat Connaughton,4
48,2022-23,6.0,3.5,1.2,0.8,0.7,0.7,Robert Covington,0
37,2022-23,0.6,0.4,0.2,0.0,0.1,0.1,Robert Covington,1
41,2022-23,2.5,1.3,0.5,0.3,0.3,0.4,Robert Covington,2
30,2022-23,1.1,0.8,0.3,0.2,0.2,0.0,Robert Covington,3
42,2022-23,3.1,1.7,0.5,0.5,0.2,0.2,Robert Covington,4
79,2022-23,7.4,5.4,1.5,0.6,0.8,0.9,Torrey Craig,0
79,2022-23,2.3,1.5,0.5,0.2,0.3,0.3,Torrey Craig,1
77,2022-23,1.8,1.4,0.4,0.1,0.2,0.2,Torrey Craig,2
78,2022-23,2.4,1.5,0.3,0.3,0.2,0.2,Torrey Craig,3
61,2022-23,1.3,1.3,0.3,0.1,0.1,0.3,Torrey Craig,4
18,2022-23,6.9,3.8,1.5,0.7,0.3,0.4,Jae Crowder,0
17,2022-23,1.5,0.9,0.3,0.1,0.1,0.0,Jae Crowder,1
18,2022-23,2.1,1.4,0.5,0.2,0.1,0.2,Jae Crowder,2
18,2022-23,2.0,0.9,0.6,0.2,0.2,0.2,Jae Crowder,3
16,2022-23,1.6,0.7,0.1,0.2,0.1,0.1,Jae Crowder,4
12,2022-23,19.9,6.2,6.0,0.8,0.6,3.2,Cade Cunningham,0
12,2022-23,5.2,1.7,1.4,0.2,0.1,0.8,Cade Cunningham,1
12,2022-23,5.7,1.4,1.2,0.1,0.1,0.7,Cade Cunningham,2
12,2022-23,5.6,2.3,2.2,0.3,0.2,1.3,Cade Cunningham,3
11,2022-23,3.7,0.8,1.4,0.3,0.2,0.5,Cade Cunningham,4
61,2022-23,9.2,1.6,1.6,0.6,0.1,0.8,Seth Curry,0
50,2022-23,1.9,0.4,0.5,0.1,0.0,0.2,Seth Curry,1
59,2022-23,3.5,0.4,0.6,0.2,0.0,0.3,Seth Curry,2
46,2022-23,1.3,0.5,0.3,0.2,0.0,0.3,Seth Curry,3
44,2022-23,4.5,0.8,0.7,0.2,0.1,0.3,Seth Curry,4
56,2022-23,29.4,6.1,6.3,0.9,0.4,3.2,Stephen Curry,0
56,2022-23,7.2,1.9,1.9,0.3,0.1,0.8,Stephen Curry,1
56,2022-23,7.2,1.1,1.3,0.3,0.0,0.7,Stephen Curry,2
56,2022-23,7.8,1.8,1.9,0.2,0.1,0.9,Stephen Curry,3
50,2022-23,7.9,1.4,1.4,0.2,0.2,0.8,Stephen Curry,4
59,2022-23,3.8,3.2,2.3,0.7,0.2,1.0,Dyson Daniels,0
52,2022-23,1.0,0.8,0.6,0.2,0.0,0.3,Dyson Daniels,1
49,2022-23,1.1,1.0,0.7,0.2,0.0,0.2,Dyson Daniels,2
53,2022-23,1.4,1.0,0.7,0.2,0.1,0.4,Dyson Daniels,3
51,2022-23,1.0,0.9,0.6,0.2,0.1,0.3,Dyson Daniels,4
56,2022-23,25.9,12.5,2.6,1.1,2.0,2.2,Anthony Davis,0
56,2022-23,7.5,3.5,1.1,0.4,0.8,0.6,Anthony Davis,1
55,2022-23,5.7,2.5,0.6,0.3,0.4,0.5,Anthony Davis,2
54,2022-23,6.9,3.8,0.6,0.2,0.4,0.8,Anthony Davis,3
53,2022-23,6.2,2.9,0.5,0.2,0.5,0.3,Anthony Davis,4
28,2022-23,5.8,2.3,1.0,0.4,0.3,0.6,Johnny Davis,0
16,2022-23,2.8,1.0,0.6,0.2,0.1,0.2,Johnny Davis,1
16,2022-23,2.4,1.2,0.5,0.1,0.1,0.1,Johnny Davis,2
11,2022-23,2.3,1.2,0.7,0.3,0.2,0.5,Johnny Davis,3
23,2022-23,2.4,0.7,0.1,0.1,0.1,0.3,Johnny Davis,4
12,2022-23,1.6,0.8,0.9,0.2,0.2,0.3,JD Davison,0
1,2022-23,2.0,0.0,0.0,0.0,0.0,1.0,JD Davison,1
1,2022-23,3.0,0.0,1.0,0.0,0.0,1.0,JD Davison,2
1,2022-23,0.0,1.0,1.0,0.0,0.0,0.0,JD Davison,3
12,2022-23,1.2,0.7,0.8,0.2,0.2,0.2,JD Davison,4
74,2022-23,24.5,4.6,5.1,1.1,0.5,2.1,DeMar DeRozan,0
74,2022-23,4.7,1.0,1.4,0.3,0.1,0.4,DeMar DeRozan,1
74,2022-23,5.8,1.1,1.3,0.3,0.1,0.6,DeMar DeRozan,2
74,2022-23,6.7,0.9,1.2,0.3,0.1,0.5,DeMar DeRozan,3
70,2022-23,7.1,1.6,1.2,0.2,0.2,0.5,DeMar DeRozan,4
72,2022-23,9.4,4.5,3.5,1.3,0.1,1.6,Donte DiVincenzo,0
71,2022-23,2.6,1.2,0.9,0.4,0.0,0.3,Donte DiVincenzo,1
72,2022-23,2.5,1.2,0.8,0.4,0.0,0.3,Donte DiVincenzo,2
72,2022-23,1.8,0.9,0.9,0.3,0.1,0.5,Donte DiVincenzo,3
66,2022-23,2.8,1.3,1.0,0.4,0.0,0.4,Donte DiVincenzo,4
22,2022-23,2.7,2.3,0.2,0.3,0.4,0.4,Moussa Diabate,0
9,2022-23,0.4,0.6,0.0,0.1,0.1,0.3,Moussa Diabate,1
7,2022-23,1.4,0.7,0.1,0.0,0.0,0.1,Moussa Diabate,2
6,2022-23,0.8,1.5,0.0,0.3,0.0,0.2,Moussa Diabate,3
18,2022-23,2.2,1.7,0.2,0.2,0.4,0.2,Moussa Diabate,4
39,2022-23,4.9,2.7,1.2,0.4,0.2,0.7,Ousmane Dieng,0
30,2022-23,1.6,0.9,0.2,0.1,0.1,0.1,Ousmane Dieng,1
35,2022-23,1.5,0.8,0.3,0.1,0.1,0.2,Ousmane Dieng,2
26,2022-23,1.6,0.9,0.6,0.2,0.0,0.3,Ousmane Dieng,3
24,2022-23,2.1,1.2,0.5,0.1,0.1,0.4,Ousmane Dieng,4
79,2022-23,17.3,3.4,6.5,0.8,0.3,1.8,Spencer Dinwiddie,0
79,2022-23,3.9,0.8,1.8,0.2,0.1,0.4,Spencer Dinwiddie,1
79,2022-23,4.4,1.0,1.9,0.3,0.1,0.5,Spencer Dinwiddie,2
79,2022-23,4.3,0.9,1.5,0.2,0.1,0.4,Spencer Dinwiddie,3
75,2022-23,4.7,0.7,1.3,0.1,0.1,0.5,Spencer Dinwiddie,4
66,2022-23,32.4,8.6,8.0,1.4,0.5,3.6,Luka Doncic,0
66,2022-23,11.2,2.8,2.8,0.4,0.2,1.1,Luka Doncic,1
65,2022-23,6.4,1.5,1.3,0.2,0.0,0.7,Luka Doncic,2
64,2022-23,10.0,2.7,2.8,0.5,0.2,1.3,Luka Doncic,3
54,2022-23,5.8,2.0,1.3,0.3,0.1,0.6,Luka Doncic,4
74,2022-23,13.7,4.6,2.1,1.0,0.3,1.2,Luguentz Dort,0
73,2022-23,3.9,1.5,0.6,0.3,0.1,0.3,Luguentz Dort,1
74,2022-23,3.3,0.9,0.5,0.2,0.1,0.3,Luguentz Dort,2
74,2022-23,4.0,1.3,0.6,0.3,0.1,0.3,Luguentz Dort,3
61,2022-23,3.0,1.0,0.4,0.2,0.1,0.4,Luguentz Dort,4
80,2022-23,8.6,2.8,2.6,0.8,0.3,1.2,Ayo Dosunmu,0
76,2022-23,2.3,0.7,0.8,0.2,0.1,0.3,Ayo Dosunmu,1
80,2022-23,2.3,0.7,0.6,0.2,0.1,0.2,Ayo Dosunmu,2
77,2022-23,2.2,0.7,0.6,0.2,0.1,0.4,Ayo Dosunmu,3
78,2022-23,2.1,0.7,0.6,0.2,0.1,0.3,Ayo Dosunmu,4
67,2022-23,6.0,6.6,0.5,0.7,0.4,1.1,Andre Drummond,0
61,2022-23,1.3,1.7,0.1,0.1,0.1,0.4,Andre Drummond,1
62,2022-23,2.1,2.2,0.1,0.2,0.2,0.3,Andre Drummond,2
53,2022-23,1.5,1.9,0.1,0.2,0.1,0.2,Andre Drummond,3
49,2022-23,2.2,2.2,0.2,0.3,0.1,0.4,Andre Drummond,4
46,2022-23,7.9,2.5,1.4,0.5,0.2,0.9,Chris Duarte,0
43,2022-23,1.9,0.6,0.3,0.1,0.0,0.2,Chris Duarte,1
43,2022-23,2.9,0.8,0.4,0.3,0.1,0.3,Chris Duarte,2
36,2022-23,1.9,0.6,0.4,0.1,0.1,0.2,Chris Duarte,3
40,2022-23,2.1,0.8,0.4,0.2,0.0,0.3,Chris Duarte,4
22,2022-23,13.2,4.5,5.6,1.1,0.5,1.6,Kris Dunn,0
22,2022-23,1.9,1.1,1.6,0.2,0.1,0.2,Kris Dunn,1
22,2022-23,2.8,1.0,1.5,0.4,0.0,0.6,Kris Dunn,2
22,2022-23,3.8,1.1,1.2,0.2,0.1,0.4,Kris Dunn,3
22,2022-23,4.7,1.2,1.3,0.4,0.1,0.5,Kris Dunn,4
47,2022-23,29.1,6.7,5.0,0.7,1.4,3.3,Kevin Durant,0
47,2022-23,8.8,1.9,1.9,0.2,0.3,0.9,Kevin Durant,1
47,2022-23,5.6,1.3,1.0,0.2,0.2,0.8,Kevin Durant,2
47,2022-23,9.0,2.4,1.4,0.3,0.7,1.0,Kevin Durant,3
42,2022-23,6.2,1.2,0.8,0.0,0.3,0.7,Kevin Durant,4
67,2022-23,9.1,8.9,1.1,0.7,0.9,1.4,Jalen Duren,0
67,2022-23,2.3,2.5,0.3,0.1,0.2,0.3,Jalen Duren,1
66,2022-23,2.6,2.0,0.2,0.2,0.2,0.3,Jalen Duren,2
66,2022-23,2.2,1.8,0.2,0.3,0.2,0.4,Jalen Duren,3
63,2022-23,2.2,2.6,0.3,0.1,0.3,0.3,Jalen Duren,4
82,2022-23,9.3,6.0,1.1,1.2,0.6,1.2,Tari Eason,0
81,2022-23,1.6,1.2,0.3,0.2,0.1,0.2,Tari Eason,1
81,2022-23,2.2,1.6,0.4,0.3,0.2,0.3,Tari Eason,2
82,2022-23,2.4,1.3,0.1,0.3,0.1,0.3,Tari Eason,3
79,2022-23,3.2,2.1,0.3,0.4,0.3,0.4,Tari Eason,4
79,2022-23,24.6,5.8,4.4,1.6,0.7,3.3,Anthony Edwards,0
79,2022-23,7.3,1.6,1.3,0.4,0.2,0.8,Anthony Edwards,1
78,2022-23,4.7,1.2,0.9,0.3,0.1,0.7,Anthony Edwards,2
78,2022-23,7.4,1.7,1.5,0.5,0.2,1.1,Anthony Edwards,3
74,2022-23,5.5,1.4,0.9,0.4,0.2,0.7,Anthony Edwards,4
36,2022-23,2.8,1.7,0.6,0.4,0.2,0.4,Kessler Edwards,0
18,2022-23,1.6,0.8,0.5,0.3,0.2,0.2,Kessler Edwards,1
14,2022-23,1.4,0.9,0.2,0.1,0.0,0.1,Kessler Edwards,2
19,2022-23,1.6,0.9,0.1,0.1,0.1,0.2,Kessler Edwards,3
28,2022-23,0.8,0.6,0.3,0.2,0.0,0.1,Kessler Edwards,4
16,2022-23,1.5,0.5,0.4,0.3,0.1,0.1,Keon Ellis,0
2,2022-23,1.5,0.0,0.0,0.0,0.0,0.0,Keon Ellis,1
1,2022-23,0.0,0.0,0.0,1.0,0.0,0.0,Keon Ellis,2
3,2022-23,0.0,0.7,0.0,0.3,0.3,0.0,Keon Ellis,3
14,2022-23,1.5,0.4,0.4,0.2,0.0,0.1,Keon Ellis,4
66,2022-23,33.1,10.2,4.2,1.0,1.7,3.4,Joel Embiid,0
66,2022-23,10.2,3.4,1.2,0.3,0.3,1.2,Joel Embiid,1
66,2022-23,6.8,2.0,0.9,0.2,0.3,0.8,Joel Embiid,2
65,2022-23,9.8,2.8,1.3,0.3,0.7,0.9,Joel Embiid,3
57,2022-23,7.2,2.2,0.9,0.2,0.5,0.6,Joel Embiid,4
78,2022-23,6.6,5.4,1.3,0.5,1.3,0.9,Drew Eubanks,0
78,2022-23,1.8,1.7,0.5,0.2,0.3,0.2,Drew Eubanks,1
74,2022-23,2.0,1.4,0.3,0.1,0.4,0.4,Drew Eubanks,2
77,2022-23,1.8,1.5,0.4,0.1,0.3,0.2,Drew Eubanks,3
57,2022-23,1.5,1.2,0.2,0.1,0.4,0.1,Drew Eubanks,4
39,2022-23,3.9,3.5,0.8,0.2,0.9,0.6,Bruno Fernando,0
15,2022-23,1.7,1.3,0.3,0.1,0.5,0.1,Bruno Fernando,1
29,2022-23,1.8,1.6,0.4,0.1,0.4,0.2,Bruno Fernando,2
17,2022-23,1.6,1.2,0.2,0.1,0.3,0.4,Bruno Fernando,3
31,2022-23,1.5,1.7,0.3,0.0,0.3,0.3,Bruno Fernando,4
66,2022-23,8.3,4.8,1.5,0.8,0.5,0.9,Dorian Finney-Smith,0
66,2022-23,2.6,1.5,0.4,0.3,0.2,0.3,Dorian Finney-Smith,1
65,2022-23,1.7,1.0,0.4,0.2,0.1,0.2,Dorian Finney-Smith,2
65,2022-23,2.5,1.4,0.4,0.2,0.2,0.3,Dorian Finney-Smith,3
51,2022-23,2.0,1.1,0.4,0.2,0.2,0.2,Dorian Finney-Smith,4
53,2022-23,4.6,1.4,1.3,0.4,0.1,0.5,Malachi Flynn,0
26,2022-23,1.8,0.4,0.5,0.1,0.0,0.1,Malachi Flynn,1
32,2022-23,1.7,0.7,0.9,0.2,0.0,0.1,Malachi Flynn,2
28,2022-23,1.2,0.4,0.2,0.1,0.0,0.2,Malachi Flynn,3
47,2022-23,2.4,0.7,0.5,0.2,0.0,0.3,Malachi Flynn,4
52,2022-23,6.3,1.7,0.8,0.3,0.2,0.8,Simone Fontecchio,0
31,2022-23,2.9,0.6,0.4,0.1,0.0,0.2,Simone Fontecchio,1
39,2022-23,2.1,0.5,0.4,0.1,0.1,0.3,Simone Fontecchio,2
31,2022-23,1.9,0.5,0.2,0.1,0.0,0.3,Simone Fontecchio,3
42,2022-23,2.3,0.8,0.2,0.2,0.1,0.3,Simone Fontecchio,4
23,2022-23,2.3,1.6,1.7,0.3,0.1,0.7,Trent Forrest,0
12,2022-23,0.8,1.0,1.0,0.3,0.1,0.0,Trent Forrest,1
13,2022-23,1.3,0.8,1.1,0.1,0.0,0.2,Trent Forrest,2
10,2022-23,0.9,0.4,0.4,0.2,0.0,0.6,Trent Forrest,3
22,2022-23,0.7,0.4,0.4,0.0,0.0,0.3,Trent Forrest,4
27,2022-23,6.1,1.8,1.3,0.6,0.1,0.8,Evan Fournier,0
21,2022-23,1.6,0.4,0.2,0.1,0.0,0.1,Evan Fournier,1
26,2022-23,2.3,0.8,0.5,0.2,0.0,0.3,Evan Fournier,2
16,2022-23,2.2,0.4,0.5,0.4,0.1,0.2,Evan Fournier,3
22,2022-23,1.6,0.6,0.5,0.2,0.0,0.4,Evan Fournier,4
73,2022-23,25.0,4.2,6.1,1.1,0.3,2.5,De'Aaron Fox,0
73,2022-23,4.7,1.1,1.5,0.2,0.1,0.5,De'Aaron Fox,1
73,2022-23,6.4,1.0,1.5,0.4,0.0,0.7,De'Aaron Fox,2
71,2022-23,6.1,1.0,1.7,0.3,0.2,0.5,De'Aaron Fox,3
70,2022-23,7.8,1.1,1.4,0.3,0.1,0.7,De'Aaron Fox,4
60,2022-23,14.0,3.9,5.7,1.4,0.4,2.3,Markelle Fultz,0
60,2022-23,3.7,1.2,1.9,0.6,0.1,0.8,Markelle Fultz,1
59,2022-23,2.6,0.6,1.1,0.2,0.0,0.4,Markelle Fultz,2
60,2022-23,4.6,1.3,1.7,0.4,0.2,0.6,Markelle Fultz,3
51,2022-23,3.5,0.8,1.2,0.2,0.1,0.5,Markelle Fultz,4
78,2022-23,9.0,5.6,1.1,0.4,1.3,1.1,Daniel Gafford,0
73,2022-23,2.6,1.6,0.4,0.1,0.2,0.3,Daniel Gafford,1
72,2022-23,2.7,1.4,0.3,0.1,0.3,0.4,Daniel Gafford,2
72,2022-23,2.6,1.5,0.3,0.1,0.4,0.2,Daniel Gafford,3
68,2022-23,2.0,1.6,0.2,0.1,0.4,0.3,Daniel Gafford,4
69,2022-23,21.6,2.7,7.8,1.2,0.1,2.9,Darius Garland,0
69,2022-23,5.5,0.6,2.2,0.4,0.0,0.5,Darius Garland,1
69,2022-23,5.5,0.7,1.8,0.3,0.0,0.6,Darius Garland,2
68,2022-23,5.4,0.8,2.1,0.3,0.0,0.9,Darius Garland,3
65,2022-23,5.3,0.7,1.8,0.2,0.0,0.9,Darius Garland,4
75,2022-23,3.0,4.1,0.9,0.6,0.4,0.6,Usman Garuba,0
67,2022-23,0.6,1.1,0.4,0.1,0.2,0.1,Usman Garuba,1
61,2022-23,1.0,1.3,0.2,0.3,0.1,0.4,Usman Garuba,2
63,2022-23,0.8,1.1,0.2,0.1,0.1,0.1,Usman Garuba,3
61,2022-23,1.1,1.4,0.2,0.2,0.1,0.2,Usman Garuba,4
28,2022-23,6.5,2.2,0.6,0.1,0.1,0.5,Luka Garza,0
12,2022-23,2.8,0.7,0.2,0.1,0.0,0.4,Luka Garza,1
12,2022-23,3.2,0.9,0.2,0.2,0.0,0.2,Luka Garza,2
13,2022-23,2.5,1.5,0.4,0.0,0.1,0.3,Luka Garza,3
19,2022-23,4.0,1.3,0.4,0.0,0.1,0.2,Luka Garza,4
56,2022-23,23.8,6.1,5.1,1.5,0.4,3.1,Paul George,0
56,2022-23,6.5,1.6,1.2,0.4,0.1,0.7,Paul George,1
56,2022-23,5.2,1.3,1.3,0.3,0.1,0.9,Paul George,2
54,2022-23,6.7,1.7,1.7,0.4,0.1,0.8,Paul George,3
53,2022-23,5.7,1.6,1.0,0.4,0.1,0.8,Paul George,4
76,2022-23,16.6,7.9,6.2,0.8,0.4,2.8,Josh Giddey,0
76,2022-23,3.9,1.8,1.7,0.1,0.1,0.6,Josh Giddey,1
76,2022-23,3.4,2.0,1.7,0.3,0.1,0.7,Josh Giddey,2
75,2022-23,4.7,2.3,1.6,0.2,0.1,0.8,Josh Giddey,3
71,2022-23,4.8,1.8,1.3,0.2,0.1,0.7,Josh Giddey,4
68,2022-23,31.4,4.8,5.5,1.6,1.0,2.8,Shai Gilgeous-Alexander,0
68,2022-23,9.8,1.3,1.8,0.6,0.4,0.9,Shai Gilgeous-Alexander,1
68,2022-23,5.6,0.9,1.0,0.3,0.1,0.4,Shai Gilgeous-Alexander,2
68,2022-23,10.2,1.7,1.9,0.5,0.3,0.9,Shai Gilgeous-Alexander,3
61,2022-23,5.9,1.0,0.9,0.3,0.1,0.6,Shai Gilgeous-Alexander,4
59,2022-23,3.3,1.7,0.6,0.1,0.2,0.3,Anthony Gill,0
30,2022-23,1.3,0.6,0.2,0.0,0.0,0.2,Anthony Gill,1
35,2022-23,1.4,0.7,0.1,0.1,0.1,0.0,Anthony Gill,2
32,2022-23,1.5,0.8,0.3,0.1,0.2,0.1,Anthony Gill,3
49,2022-23,1.2,0.6,0.3,0.0,0.1,0.1,Anthony Gill,4
1,2022-23,3.0,4.0,7.0,3.0,0.0,2.0,Jacob Gilyard,0
1,2022-23,3.0,2.0,0.0,1.0,0.0,1.0,Jacob Gilyard,1
1,2022-23,0.0,1.0,5.0,2.0,0.0,1.0,Jacob Gilyard,2
1,2022-23,0.0,1.0,0.0,0.0,0.0,0.0,Jacob Gilyard,3
1,2022-23,0.0,0.0,2.0,0.0,0.0,0.0,Jacob Gilyard,4
70,2022-23,13.4,11.6,1.2,0.8,1.4,1.7,Rudy Gobert,0
70,2022-23,3.7,3.1,0.4,0.2,0.4,0.4,Rudy Gobert,1
69,2022-23,3.5,3.2,0.4,0.2,0.3,0.5,Rudy Gobert,2
66,2022-23,2.9,2.6,0.2,0.2,0.3,0.5,Rudy Gobert,3
63,2022-23,3.9,3.1,0.3,0.2,0.3,0.5,Rudy Gobert,4
62,2022-23,6.6,3.3,2.7,0.9,0.4,0.9,Jordan Goodwin,0
43,2022-23,1.9,1.0,0.7,0.3,0.1,0.2,Jordan Goodwin,1
51,2022-23,1.7,1.1,0.9,0.3,0.1,0.3,Jordan Goodwin,2
50,2022-23,2.3,1.0,0.9,0.2,0.1,0.3,Jordan Goodwin,3
58,2022-23,2.2,1.0,0.8,0.3,0.1,0.3,Jordan Goodwin,4
68,2022-23,16.3,6.6,3.0,0.8,0.8,1.4,Aaron Gordon,0
68,2022-23,4.9,1.9,0.9,0.2,0.2,0.5,Aaron Gordon,1
