Unnamed: 0,GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,Tm,PLAYER_ID,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
252,40,Road,9.2,6.1,1.1,0.6,1.4,1.1,Daniel Gafford,,1629655.0,-2.9,0.11,0.168,0.151,0.71,0.079
255,7,ALL,7.0,3.1,1.3,0.3,0.9,0.4,Daniel Theis,IND,1628464.0,-8.2,0.059,0.147,0.201,0.497,0.125
256,6,Home,6.7,3.0,1.5,0.3,1.0,0.5,Daniel Theis,,1628464.0,-7.1,0.069,0.124,0.201,0.483,0.155
257,1,Road,9.0,4.0,0.0,0.0,0.0,0.0,Daniel Theis,,1628464.0,-14.2,0.0,0.308,0.2,0.571,0.0
260,11,ALL,5.5,1.3,0.5,0.5,0.3,0.9,Danny Green,TOT,201980.0,-5.5,0.023,0.08,0.187,0.617,0.065
259,7,Home,4.9,1.1,0.4,0.3,0.3,1.3,Danny Green,,201980.0,-14.1,0.023,0.064,0.195,0.577,0.06
258,4,Road,6.8,1.5,0.8,1.0,0.2,0.2,Danny Green,,201980.0,8.4,0.024,0.114,0.175,0.675,0.071
262,56,ALL,4.8,1.7,0.8,0.3,0.2,0.5,Danuel House Jr.,PHI,1627863.0,0.3,0.012,0.107,0.133,0.6,0.074
263,25,Home,4.3,1.9,0.7,0.2,0.2,0.3,Danuel House Jr.,,1627863.0,0.4,0.022,0.115,0.121,0.595,0.072
261,31,Road,5.2,1.5,0.8,0.3,0.1,0.6,Danuel House Jr.,,1627863.0,0.3,0.005,0.101,0.142,0.603,0.076
266,57,ALL,6.4,3.6,1.3,0.4,0.1,1.0,Dario Saric,TOT,203967.0,1.6,0.064,0.195,0.186,0.583,0.131
264,27,Home,6.9,3.4,0.9,0.4,0.1,1.1,Dario Saric,,203967.0,7.0,0.054,0.215,0.19,0.675,0.1
265,30,Road,5.8,3.9,1.6,0.3,0.1,0.9,Dario Saric,,203967.0,-2.7,0.071,0.181,0.182,0.509,0.156
267,43,ALL,5.2,3.2,0.9,0.5,0.8,0.6,Darius Bazley,TOT,1629647.0,-3.6,0.053,0.157,0.165,0.524,0.088
268,4,ALL,3.8,1.5,0.3,0.0,0.3,0.0,Darius Days,HOU,1630620.0,-0.2,0.034,0.227,0.21,0.582,0.067
271,69,ALL,21.6,2.7,7.8,1.2,0.1,2.9,Darius Garland,CLE,1629636.0,8.0,0.012,0.067,0.262,0.587,0.328
269,34,Home,23.0,2.7,8.3,1.1,0.1,3.1,Darius Garland,,1629636.0,12.7,0.014,0.065,0.267,0.616,0.345
270,35,Road,20.2,2.7,7.3,1.3,0.1,2.7,Darius Garland,,1629636.0,3.4,0.011,0.07,0.257,0.557,0.311
272,23,ALL,3.7,1.3,0.9,0.4,0.0,0.8,David Duke Jr.,BRK,1630561.0,-6.3,0.049,0.078,0.187,0.497,0.145
273,70,ALL,6.7,2.8,0.8,0.4,0.3,0.8,David Roddy,MEM,1631223.0,-1.9,0.037,0.107,0.163,0.519,0.064
274,35,Home,6.5,2.9,0.8,0.3,0.3,0.8,David Roddy,,1631223.0,7.0,0.05,0.103,0.159,0.538,0.057
275,35,Road,6.8,2.7,0.9,0.6,0.3,0.8,David Roddy,,1631223.0,-10.3,0.025,0.11,0.166,0.503,0.07
277,80,ALL,5.6,1.3,2.3,0.6,0.2,0.8,Davion Mitchell,SAC,1630558.0,2.7,0.012,0.062,0.14,0.545,0.173
276,41,Home,5.3,1.2,2.4,0.6,0.1,0.6,Davion Mitchell,,1630558.0,4.8,0.012,0.055,0.136,0.512,0.17
278,39,Road,6.0,1.5,2.2,0.5,0.2,0.9,Davion Mitchell,,1630558.0,0.4,0.012,0.07,0.145,0.58,0.176
233,45,ALL,4.6,1.2,0.5,0.2,0.2,0.2,Davis Bertans,DAL,202722.0,-4.3,0.02,0.086,0.155,0.618,0.065
279,21,Home,4.9,1.2,0.3,0.1,0.1,0.2,Davis Bertans,,202722.0,-0.1,0.014,0.105,0.163,0.653,0.047
280,24,Road,4.3,1.1,0.6,0.3,0.2,0.2,Davis Bertans,,202722.0,-7.6,0.026,0.071,0.149,0.587,0.08
281,43,ALL,2.1,1.4,0.5,0.3,0.1,0.5,Davon Reed,TOT,1628432.0,-14.1,0.031,0.146,0.142,0.471,0.099
282,48,ALL,4.7,4.2,0.8,0.3,0.7,0.9,Day'Ron Sharpe,BRK,1630549.0,-8.8,0.168,0.19,0.173,0.581,0.099
283,27,Home,4.2,4.3,0.6,0.2,0.7,0.9,Day'Ron Sharpe,,1630549.0,-5.5,0.187,0.198,0.177,0.539,0.089
284,21,Road,5.4,4.0,1.0,0.4,0.6,0.9,Day'Ron Sharpe,,1630549.0,-12.6,0.148,0.18,0.168,0.631,0.109
286,73,ALL,25.0,4.2,6.1,1.1,0.3,2.5,De'Aaron Fox,SAC,1628368.0,3.1,0.017,0.111,0.288,0.599,0.281
287,38,Home,25.1,4.3,6.0,1.0,0.4,2.6,De'Aaron Fox,,1628368.0,3.2,0.017,0.117,0.287,0.615,0.27
285,35,Road,24.9,4.1,6.2,1.3,0.3,2.4,De'Aaron Fox,,1628368.0,3.1,0.016,0.105,0.29,0.582,0.293
288,67,ALL,15.4,4.2,1.4,0.5,0.3,1.2,De'Andre Hunter,ATL,1629631.0,-0.6,0.021,0.112,0.193,0.563,0.059
289,34,Home,15.0,4.7,1.5,0.6,0.3,1.0,De'Andre Hunter,,1629631.0,-1.2,0.019,0.122,0.181,0.552,0.062
290,33,Road,15.8,3.8,1.3,0.5,0.2,1.5,De'Andre Hunter,,1629631.0,0.0,0.023,0.1,0.206,0.576,0.056
293,77,ALL,10.1,4.1,2.6,1.6,0.5,1.3,De'Anthony Melton,PHI,1629001.0,2.7,0.034,0.114,0.162,0.566,0.133
292,38,Home,10.8,4.2,2.6,1.4,0.6,1.2,De'Anthony Melton,,1629001.0,2.4,0.041,0.116,0.167,0.581,0.146
291,39,Road,9.5,3.9,2.5,1.9,0.5,1.5,De'Anthony Melton,,1629001.0,2.9,0.028,0.113,0.158,0.549,0.121
295,39,ALL,5.1,5.2,0.9,0.3,0.6,1.2,DeAndre Jordan,DEN,201599.0,-8.4,0.094,0.252,0.134,0.731,0.084
294,16,Home,5.0,5.2,1.0,0.1,0.6,1.2,DeAndre Jordan,,201599.0,-3.4,0.099,0.23,0.142,0.697,0.095
296,23,Road,5.2,5.2,0.8,0.4,0.6,1.2,DeAndre Jordan,,201599.0,-11.7,0.091,0.27,0.129,0.755,0.076
297,74,ALL,24.5,4.6,5.1,1.1,0.5,2.1,DeMar DeRozan,CHI,201942.0,1.5,0.013,0.116,0.272,0.592,0.222
298,38,Home,24.1,4.5,4.7,1.1,0.5,2.2,DeMar DeRozan,,201942.0,2.9,0.009,0.117,0.276,0.595,0.209
299,36,Road,25.0,4.8,5.5,1.1,0.5,1.9,DeMar DeRozan,,201942.0,0.1,0.018,0.115,0.269,0.59,0.235
300,44,ALL,4.7,3.4,0.8,0.6,0.5,0.4,Dean Wade,CLE,1629731.0,6.5,0.023,0.146,0.1,0.55,0.056
301,22,Home,5.3,3.1,0.8,0.7,0.4,0.4,Dean Wade,,1629731.0,11.7,0.022,0.138,0.109,0.603,0.058
302,22,Road,4.1,3.7,0.9,0.5,0.6,0.4,Dean Wade,,1629731.0,2.0,0.023,0.155,0.092,0.495,0.055
305,67,ALL,18.0,10.0,1.7,0.6,0.8,1.8,Deandre Ayton,PHO,1629028.0,0.0,0.084,0.247,0.231,0.617,0.09
304,33,Home,17.7,10.2,1.5,0.5,0.9,1.7,Deandre Ayton,,1629028.0,2.6,0.087,0.262,0.24,0.612,0.086
303,34,Road,18.2,9.7,1.9,0.6,0.7,1.9,Deandre Ayton,,1629028.0,-2.2,0.081,0.233,0.223,0.622,0.093
307,74,ALL,20.5,5.3,6.1,1.5,0.3,2.2,Dejounte Murray,ATL,1627749.0,-1.1,0.019,0.127,0.239,0.54,0.239
308,39,Home,20.1,5.4,6.2,1.6,0.3,2.4,Dejounte Murray,,1627749.0,-1.2,0.017,0.13,0.237,0.53,0.242
306,35,Road,20.9,5.1,5.9,1.4,0.3,1.9,Dejounte Murray,,1627749.0,-0.9,0.021,0.123,0.241,0.551,0.235
309,50,ALL,7.4,3.6,3.9,1.8,0.3,0.9,Delon Wright,WAS,1626153.0,3.2,0.05,0.097,0.125,0.581,0.209
311,26,Home,8.2,3.7,4.2,2.0,0.3,0.9,Delon Wright,,1626153.0,6.7,0.044,0.103,0.128,0.621,0.216
310,24,Road,6.5,3.5,3.6,1.7,0.3,0.8,Delon Wright,,1626153.0,-0.8,0.056,0.09,0.122,0.534,0.202
314,76,ALL,9.2,6.4,2.8,0.9,0.4,1.6,Deni Avdija,WAS,1630166.0,-0.8,0.038,0.196,0.165,0.535,0.142
313,38,Home,9.0,6.7,2.6,0.6,0.3,1.5,Deni Avdija,,1630166.0,-1.1,0.034,0.214,0.164,0.53,0.134
312,38,Road,9.3,6.1,2.9,1.2,0.4,1.7,Deni Avdija,,1630166.0,-0.6,0.042,0.178,0.165,0.539,0.151
317,66,ALL,12.6,2.5,4.5,0.8,0.2,1.7,Dennis Schroder,LAL,203471.0,2.8,0.011,0.067,0.183,0.545,0.202
316,31,Home,12.6,2.4,4.5,1.0,0.2,1.5,Dennis Schroder,,203471.0,4.6,0.007,0.067,0.184,0.536,0.202
315,35,Road,12.5,2.6,4.5,0.5,0.1,1.8,Dennis Schroder,,203471.0,1.2,0.014,0.068,0.183,0.554,0.202
319,54,ALL,8.8,3.1,4.8,1.4,0.5,1.5,Dennis Smith Jr.,CHO,1628372.0,-2.6,0.018,0.093,0.175,0.475,0.275
318,27,Home,8.7,3.6,4.7,1.4,0.5,1.6,Dennis Smith Jr.,,1628372.0,-1.8,0.029,0.098,0.181,0.46,0.268
320,27,Road,8.9,2.6,5.0,1.4,0.4,1.5,Dennis Smith Jr.,,1628372.0,-3.4,0.008,0.086,0.168,0.492,0.283
321,2,ALL,0.0,0.0,0.0,0.0,0.0,0.0,Deonte Burton,SAC,1629126.0,51.8,0.0,0.0,0.133,0.0,0.0
323,5,ALL,0.8,0.2,0.0,0.0,0.0,0.0,Dereon Seabron,NOP,1631220.0,36.8,0.067,0.0,0.156,0.4,0.0
322,5,Road,0.8,0.2,0.0,0.0,0.0,0.0,Dereon Seabron,,1631220.0,36.8,0.067,0.0,0.156,0.4,0.0
325,64,ALL,5.0,2.4,0.5,0.5,0.6,0.4,Derrick Jones Jr.,CHI,1627884.0,6.7,0.069,0.098,0.138,0.597,0.052
324,34,Home,4.3,2.0,0.5,0.5,0.5,0.3,Derrick Jones Jr.,,1627884.0,16.3,0.073,0.089,0.134,0.588,0.051
326,30,Road,5.8,2.8,0.6,0.4,0.7,0.5,Derrick Jones Jr.,,1627884.0,-1.9,0.067,0.107,0.14,0.605,0.053
327,27,ALL,5.6,1.5,1.7,0.3,0.2,0.8,Derrick Rose,NYK,201565.0,-3.5,0.022,0.082,0.22,0.463,0.208
329,12,Home,6.0,1.2,1.8,0.2,0.0,0.8,Derrick Rose,,201565.0,-2.2,0.007,0.084,0.229,0.493,0.214
328,15,Road,5.3,1.7,1.7,0.3,0.3,0.8,Derrick Rose,,201565.0,-4.6,0.032,0.081,0.214,0.439,0.203
330,82,ALL,12.4,3.6,3.9,0.7,0.9,1.2,Derrick White,BOS,1628401.0,11.0,0.023,0.098,0.174,0.604,0.191
332,41,Home,12.5,3.8,4.0,0.8,0.8,1.3,Derrick White,,1628401.0,14.7,0.023,0.101,0.171,0.607,0.187
331,41,Road,12.3,3.3,3.8,0.5,1.0,1.0,Derrick White,,1628401.0,7.0,0.022,0.095,0.178,0.601,0.194
335,58,ALL,21.5,5.0,4.4,1.0,0.4,2.2,Desmond Bane,MEM,1630217.0,9.0,0.022,0.123,0.252,0.606,0.202
334,29,Home,21.8,4.2,4.4,1.3,0.4,2.2,Desmond Bane,,1630217.0,14.4,0.024,0.099,0.255,0.612,0.201
333,29,Road,21.2,5.8,4.3,0.7,0.4,2.1,Desmond Bane,,1630217.0,3.7,0.021,0.148,0.25,0.6,0.202
338,53,ALL,27.8,4.5,5.5,1.0,0.3,2.7,Devin Booker,PHO,1626164.0,6.2,0.025,0.105,0.311,0.601,0.251
336,28,Home,28.1,4.4,5.5,0.9,0.5,2.8,Devin Booker,,1626164.0,10.7,0.022,0.102,0.317,0.599,0.246
337,25,Road,27.4,4.7,5.6,1.1,0.2,2.6,Devin Booker,,1626164.0,1.2,0.028,0.108,0.305,0.603,0.256
339,38,ALL,18.5,3.9,3.6,1.1,0.4,1.5,Devin Vassell,SAS,1630170.0,-11.7,0.006,0.125,0.24,0.55,0.173
340,20,Home,18.8,3.7,3.6,1.0,0.5,1.5,Devin Vassell,,1630170.0,-6.7,0.011,0.107,0.25,0.53,0.171
341,18,Road,18.1,4.1,3.5,1.3,0.4,1.5,Devin Vassell,,1630170.0,-17.5,0.002,0.147,0.229,0.575,0.175
342,6,ALL,0.5,1.7,1.3,0.8,0.0,0.5,Devon Dotson,WAS,1629653.0,-5.7,0.107,0.085,0.102,0.15,0.211
345,73,ALL,7.4,1.7,2.7,0.6,0.2,0.7,Devonte' Graham,TOT,1628984.0,-6.2,0.013,0.081,0.165,0.552,0.207
343,33,Home,7.3,1.7,2.5,0.4,0.2,0.8,Devonte' Graham,,1628984.0,4.8,0.014,0.089,0.168,0.616,0.203
344,40,Road,7.4,1.6,2.8,0.8,0.3,0.7,Devonte' Graham,,1628984.0,-13.9,0.012,0.075,0.164,0.508,0.21
346,38,ALL,5.2,3.5,0.7,0.2,0.5,0.7,Dewayne Dedmon,TOT,203473.0,-10.6,0.075,0.231,0.195,0.577,0.108
348,73,ALL,14.3,3.3,2.6,0.9,0.2,1.4,Dillon Brooks,MEM,1628415.0,4.9,0.019,0.084,0.214,0.494,0.117
349,37,Home,13.2,3.1,2.6,0.8,0.3,1.3,Dillon Brooks,,1628415.0,12.6,0.017,0.079,0.21,0.475,0.116
347,36,Road,15.5,3.6,2.6,1.0,0.2,1.6,Dillon Brooks,,1628415.0,-2.6,0.02,0.088,0.219,0.512,0.119
352,79,ALL,19.1,12.3,7.3,0.8,0.5,2.9,Domantas Sabonis,SAC,1627734.0,3.9,0.096,0.275,0.213,0.668,0.297
350,39,Home,19.1,12.1,8.1,0.8,0.4,3.3,Domantas Sabonis,,1627734.0,5.2,0.1,0.272,0.215,0.672,0.316
351,40,Road,19.1,12.6,6.5,0.8,0.6,2.6,Domantas Sabonis,,1627734.0,2.6,0.091,0.279,0.211,0.663,0.278
353,28,ALL,3.9,3.6,0.9,0.4,0.7,0.5,Dominick Barlow,SAS,1631230.0,-10.7,0.1,0.131,0.107,0.567,0.079
355,11,Home,2.8,2.6,0.9,0.3,0.5,0.5,Dominick Barlow,,1631230.0,-5.3,0.054,0.135,0.098,0.545,0.09
354,17,Road,4.6,4.3,0.8,0.4,0.8,0.5,Dominick Barlow,,1631230.0,-13.5,0.121,0.129,0.112,0.576,0.073
358,68,ALL,28.3,4.3,4.4,1.5,0.4,2.6,Donovan Mitchell,CLE,1628378.0,5.9,0.027,0.097,0.31,0.614,0.205
357,34,Home,27.6,4.3,4.6,1.7,0.6,2.6,Donovan Mitchell,,1628378.0,9.9,0.028,0.097,0.304,0.622,0.216
356,34,Road,28.9,4.2,4.2,1.2,0.2,2.7,Donovan Mitchell,,1628378.0,2.0,0.027,0.098,0.316,0.607,0.195
359,2,ALL,2.0,1.0,0.0,0.0,0.0,0.0,Donovan Williams,ATL,1631495.0,60.0,0.0,0.4,0.385,0.4,0.0
360,72,ALL,9.4,4.5,3.5,1.3,0.1,1.6,Donte DiVincenzo,GSW,1628978.0,2.9,0.041,0.123,0.146,0.593,0.176
362,39,Home,8.7,4.2,3.3,1.2,0.1,1.5,Donte DiVincenzo,,1628978.0,6.5,0.04,0.11,0.134,0.616,0.167
361,33,Road,10.2,4.9,3.8,1.6,0.2,1.6,Donte DiVincenzo,,1628978.0,-1.2,0.042,0.14,0.16,0.572,0.186
364,66,ALL,8.3,4.8,1.5,0.8,0.5,0.9,Dorian Finney-Smith,TOT,1627827.0,-0.3,0.055,0.105,0.129,0.523,0.07
365,37,Home,8.0,4.9,1.4,0.6,0.6,0.8,Dorian Finney-Smith,,1627827.0,3.8,0.056,0.11,0.127,0.515,0.064
363,29,Road,8.8,4.6,1.7,1.1,0.4,1.1,Dorian Finney-Smith,,1627827.0,-5.2,0.055,0.098,0.131,0.533,0.077
368,64,ALL,10.2,2.2,1.4,0.2,0.1,0.9,Doug McDermott,SAS,203926.0,-9.7,0.016,0.085,0.186,0.59,0.098
367,31,Home,10.5,2.3,1.5,0.2,0.1,0.9,Doug McDermott,,203926.0,-5.1,0.015,0.092,0.182,0.603,0.102
366,33,Road,10.0,2.0,1.3,0.2,0.1,0.9,Doug McDermott,,203926.0,-14.3,0.017,0.078,0.189,0.579,0.094
370,73,ALL,8.5,7.2,6.8,1.0,0.8,2.8,Draymond Green,GSW,203110.0,7.0,0.029,0.185,0.129,0.592,0.268
371,39,Home,7.9,7.8,7.1,0.9,1.0,2.7,Draymond Green,,203110.0,13.6,0.026,0.195,0.123,0.567,0.267
369,34,Road,9.1,6.5,6.6,1.1,0.6,2.9,Draymond Green,,203110.0,-0.7,0.032,0.171,0.137,0.618,0.268
374,78,ALL,6.6,5.4,1.3,0.5,1.3,0.9,Drew Eubanks,POR,1629234.0,-4.1,0.084,0.183,0.122,0.666,0.092
373,40,Home,6.7,5.4,1.3,0.6,1.4,0.9,Drew Eubanks,,1629234.0,-1.0,0.089,0.178,0.127,0.656,0.092
372,38,Road,6.6,5.3,1.3,0.4,1.2,0.8,Drew Eubanks,,1629234.0,-7.4,0.079,0.188,0.117,0.677,0.093
376,15,ALL,2.9,1.6,1.5,0.7,0.3,0.2,Dru Smith,TOT,1630696.0,-8.8,0.012,0.132,0.133,0.475,0.206
377,8,Home,2.0,2.0,1.8,0.9,0.2,0.4,Dru Smith,,1630696.0,-17.9,0.01,0.15,0.116,0.35,0.203
375,7,Road,4.0,1.1,1.1,0.4,0.3,0.0,Dru Smith,,1630696.0,6.3,0.015,0.104,0.16,0.597,0.211
379,31,ALL,7.9,1.2,2.0,0.2,0.1,1.1,Duane Washington Jr.,PHO,1630613.0,-0.5,0.004,0.085,0.298,0.458,0.26
380,17,Home,6.8,1.1,1.9,0.1,0.0,0.9,Duane Washington Jr.,,1630613.0,0.7,0.004,0.085,0.296,0.423,0.296
378,14,Road,9.2,1.2,2.2,0.3,0.3,1.3,Duane Washington Jr.,,1630613.0,-1.6,0.005,0.084,0.301,0.493,0.231
383,42,ALL,6.4,1.6,1.1,0.3,0.0,0.7,Duncan Robinson,MIA,1629130.0,-5.0,0.012,0.094,0.172,0.534,0.101
382,21,Home,7.7,1.8,1.1,0.1,0.0,0.5,Duncan Robinson,,1629130.0,0.9,0.009,0.104,0.175,0.612,0.099
381,21,Road,5.1,1.5,1.1,0.5,0.0,0.8,Duncan Robinson,,1629130.0,-10.8,0.015,0.083,0.168,0.448,0.104
386,76,ALL,6.7,4.1,0.9,0.6,0.3,0.9,Dwight Powell,DAL,203939.0,6.2,0.106,0.12,0.123,0.738,0.067
385,40,Home,6.4,4.0,0.9,0.6,0.3,0.8,Dwight Powell,,203939.0,10.5,0.104,0.106,0.117,0.707,0.065
384,36,Road,7.0,4.3,0.9,0.6,0.4,1.0,Dwight Powell,,203939.0,1.3,0.11,0.137,0.13,0.771,0.068
387,3,ALL,1.7,0.0,0.3,0.3,0.0,0.3,Dylan Windler,CLE,1629685.0,4.4,0.0,0.0,0.182,0.833,0.2
388,2,Home,1.5,0.0,0.0,0.0,0.0,0.0,Dylan Windler,,1629685.0,48.2,0.0,0.0,0.077,1.5,0.0
389,1,Road,2.0,0.0,1.0,1.0,0.0,1.0,Dylan Windler,,1629685.0,-50.0,0.0,0.0,0.333,0.5,1.0
390,59,ALL,3.8,3.2,2.3,0.7,0.2,1.0,Dyson Daniels,NOP,1630700.0,0.4,0.035,0.14,0.113,0.503,0.172
391,30,Home,4.3,3.5,2.3,0.8,0.2,0.9,Dyson Daniels,,1630700.0,0.5,0.033,0.152,0.115,0.529,0.177
392,29,Road,3.3,2.9,2.2,0.6,0.2,1.0,Dyson Daniels,,1630700.0,0.1,0.037,0.126,0.111,0.472,0.166
393,53,ALL,7.1,1.5,1.3,0.6,0.2,0.9,Edmond Sumner,BRK,1628410.0,1.7,0.019,0.086,0.209,0.597,0.13
395,69,ALL,12.4,1.9,2.7,0.6,0.4,1.5,Eric Gordon,TOT,201569.0,-5.8,0.008,0.059,0.171,0.587,0.133
394,39,Home,11.6,2.1,2.5,0.6,0.4,1.7,Eric Gordon,,201569.0,-5.1,0.009,0.063,0.165,0.587,0.126
396,30,Road,13.4,1.7,2.8,0.6,0.3,1.2,Eric Gordon,,201569.0,-6.7,0.007,0.052,0.18,0.587,0.141
399,40,ALL,7.0,2.8,0.7,0.7,0.1,0.9,Eugene Omoruyi,TOT,1630647.0,-1.9,0.065,0.11,0.192,0.533,0.065
397,23,Home,7.8,2.6,0.7,0.8,0.0,0.8,Eugene Omoruyi,,1630647.0,1.6,0.061,0.101,0.187,0.597,0.056
398,17,Road,5.8,3.0,0.8,0.5,0.1,0.9,Eugene Omoruyi,,1630647.0,-7.1,0.071,0.122,0.201,0.446,0.08
400,27,ALL,6.1,1.8,1.3,0.6,0.1,0.8,Evan Fournier,NYK,203095.0,-4.7,0.008,0.096,0.179,0.471,0.111
401,15,Home,5.0,1.5,1.3,0.4,0.1,0.8,Evan Fournier,,203095.0,-3.7,0.004,0.093,0.181,0.425,0.108
402,12,Road,7.5,2.2,1.4,0.8,0.2,0.8,Evan Fournier,,203095.0,-5.7,0.011,0.1,0.176,0.517,0.115
405,79,ALL,16.2,9.0,2.8,0.8,1.5,1.8,Evan Mobley,CLE,1630596.0,6.5,0.073,0.2,0.199,0.591,0.122
403,40,Home,15.6,9.2,3.0,0.6,1.4,2.0,Evan Mobley,,1630596.0,11.3,0.07,0.204,0.193,0.598,0.125
404,39,Road,16.7,8.8,2.7,0.9,1.7,1.7,Evan Mobley,,1630596.0,1.5,0.076,0.196,0.205,0.584,0.119
406,8,ALL,1.3,0.3,1.1,0.8,0.0,0.4,Facundo Campazzo,DAL,1630267.0,11.0,0.0,0.041,0.144,0.36,0.3
