,GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,period,PLAYER_ID,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
1650,72,2022-23,4.2,1.2,0.9,0.5,0.1,0.5,Jalen Williams,4,1631114,-3.2,0.026,0.121,0.199,0.623,0.185
1651,42,2022-23,2,1.8,0.4,0.1,0,0.3,Jaylin Williams,1,1631119,-9.4,0.033,0.243,0.143,0.505,0.066
1652,41,2022-23,1.5,1.3,0.7,0.2,0,0.2,Jaylin Williams,2,1631119,-0.1,0.049,0.226,0.125,0.535,0.167
1653,41,2022-23,2.3,1.6,0.5,0.2,0.1,0.3,Jaylin Williams,3,1631119,-7.2,0.049,0.236,0.145,0.613,0.113
1654,33,2022-23,1.4,1.3,0.4,0.1,0.1,0.2,Jaylin Williams,4,1631119,2.5,0.055,0.213,0.106,0.59,0.108
1655,48,2022-23,1.7,0.9,0.4,0.1,0,0.1,Kenrich Williams,1,1629026,6.7,0.061,0.143,0.129,0.656,0.118
1656,53,2022-23,3,1.8,0.8,0.2,0.1,0.2,Kenrich Williams,2,1629026,3.1,0.078,0.164,0.153,0.613,0.179
1657,46,2022-23,1.8,1,0.4,0.2,0,0.1,Kenrich Williams,3,1629026,14.3,0.078,0.113,0.126,0.582,0.085
1658,50,2022-23,1.9,1.5,0.5,0.4,0.1,0.2,Kenrich Williams,4,1629026,-2.8,0.079,0.124,0.125,0.506,0.086
1659,37,2022-23,2.3,2,0.1,0.1,0.2,0.3,Mark Williams,1,1631109,-2.8,0.098,0.235,0.164,0.621,0.015
1660,37,2022-23,3,2.1,0.2,0.2,0.5,0.3,Mark Williams,2,1631109,-18.8,0.094,0.221,0.158,0.688,0.04
1661,36,2022-23,2.6,2.1,0.2,0.2,0.2,0.3,Mark Williams,3,1631109,-0.2,0.126,0.23,0.174,0.653,0.054
1662,40,2022-23,2.4,1.9,0.1,0.1,0.3,0.2,Mark Williams,4,1631109,5.9,0.111,0.243,0.18,0.669,0.023
1663,5,2022-23,2.6,0.8,0.2,0,0.2,0.4,Nate Williams,1,1631466,-24.1,0.056,0.067,0.16,0.591,0.033
1664,5,2022-23,1.2,0.6,0.6,0.4,0,0,Nate Williams,2,1631466,-1.2,0.073,0,0.067,0.5,0.103
1665,5,2022-23,2.4,0.8,0.6,0.2,0,0.4,Nate Williams,3,1631466,-20.3,0.077,0.08,0.159,0.636,0.143
1666,5,2022-23,4.4,0.8,0.6,0,0.2,0,Nate Williams,4,1631466,0.3,0.075,0.031,0.182,0.793,0.15
1667,82,2022-23,3,1.1,0.3,0.2,0.3,0.4,Patrick Williams,1,1630172,0.1,0.03,0.114,0.175,0.601,0.062
1668,81,2022-23,2.4,1,0.3,0.3,0.2,0.3,Patrick Williams,2,1630172,-2,0.026,0.111,0.151,0.552,0.063
1669,82,2022-23,3,1.1,0.4,0.3,0.2,0.3,Patrick Williams,3,1630172,-5.2,0.042,0.11,0.167,0.613,0.068
1670,76,2022-23,1.9,1,0.2,0.2,0.2,0.2,Patrick Williams,4,1630172,-2.5,0.044,0.095,0.129,0.536,0.04
1671,16,2022-23,1.7,0.6,0.2,0.1,0.1,0.3,Ziaire Williams,1,1630533,-19.2,0.02,0.083,0.138,0.484,0.056
1672,29,2022-23,2.5,0.9,0.2,0.3,0,0.4,Ziaire Williams,2,1630533,6.4,0.016,0.119,0.165,0.608,0.052
1673,20,2022-23,1.8,0.6,0.3,0.1,0,0.2,Ziaire Williams,3,1630533,-9.4,0.028,0.068,0.157,0.502,0.077
1674,28,2022-23,2.7,1.1,0.6,0.1,0.1,0.6,Ziaire Williams,4,1630533,-7,0.043,0.122,0.221,0.454,0.149
1675,35,2022-23,1.9,2,0.3,0.2,0.5,0.3,Robert Williams III,1,1629057,14.8,0.124,0.186,0.112,0.738,0.078
1676,35,2022-23,2.2,2.2,0.4,0.2,0.3,0.3,Robert Williams III,2,1629057,16.8,0.111,0.21,0.11,0.771,0.089
1677,34,2022-23,2.5,2.5,0.4,0.2,0.4,0.3,Robert Williams III,3,1629057,7.9,0.147,0.252,0.127,0.804,0.1
1678,30,2022-23,1.7,1.9,0.3,0.1,0.2,0.1,Robert Williams III,4,1629057,5.3,0.114,0.195,0.108,0.628,0.079
1679,2,2022-23,2,2,0.5,1,0.5,0.5,Vince Williams Jr.,1,1631246,13.1,0.05,0.188,0.171,0.41,0.111
1680,2,2022-23,1.5,0.5,0,1,0,0.5,Vince Williams Jr.,2,1631246,-2.9,0,0.056,0.205,0.214,0
1681,2,2022-23,2,0,0,0,0,0.5,Vince Williams Jr.,3,1631246,-42.9,0,0,0.226,0.333,0
1682,14,2022-23,1.2,0.7,0.2,0.1,0.1,0.1,Vince Williams Jr.,4,1631246,-20.8,0.038,0.152,0.15,0.405,0.088
1683,29,2022-23,5.2,2.1,1.3,0.3,0.1,0.9,Zion Williamson,1,1629627,7.2,0.031,0.188,0.247,0.625,0.23
1684,29,2022-23,6.1,1.6,1.1,0.2,0.1,0.9,Zion Williamson,2,1629627,14,0.073,0.128,0.3,0.649,0.221
1685,29,2022-23,7.8,1.9,1.3,0.2,0.1,1.1,Zion Williamson,3,1629627,5.2,0.068,0.148,0.29,0.702,0.238
1686,26,2022-23,7.2,1.5,1,0.4,0.2,0.5,Zion Williamson,4,1629627,7.1,0.073,0.119,0.319,0.642,0.231
1687,3,2022-23,1.7,0,0.3,0.3,0,0.3,Dylan Windler,4,1629685,4.4,0,0,0.182,0.833,0.2
1688,39,2022-23,3.5,2,0.2,0.1,0.2,0.3,James Wiseman,1,1630164,-26.6,0.094,0.232,0.223,0.566,0.06
1689,33,2022-23,3.4,1.8,0.3,0,0.2,0.4,James Wiseman,2,1630164,-12.6,0.091,0.204,0.245,0.55,0.079
1690,39,2022-23,2.6,1.7,0.2,0.1,0.2,0.4,James Wiseman,3,1630164,-4.9,0.05,0.249,0.189,0.601,0.043
1691,35,2022-23,2.9,1.8,0.1,0.1,0.1,0.3,James Wiseman,4,1630164,-24.6,0.098,0.236,0.188,0.67,0.05
1692,67,2022-23,3.7,1.8,0.3,0.1,0.2,0.4,Christian Wood,1,1626174,0.3,0.048,0.261,0.251,0.632,0.084
1693,66,2022-23,4.4,1.9,0.5,0.1,0.3,0.5,Christian Wood,2,1626174,-12,0.045,0.241,0.26,0.619,0.14
1694,65,2022-23,4.3,1.8,0.5,0.1,0.2,0.4,Christian Wood,3,1626174,3.2,0.065,0.237,0.253,0.635,0.125
1695,62,2022-23,4.6,1.9,0.5,0.1,0.4,0.5,Christian Wood,4,1626174,2.8,0.054,0.217,0.28,0.612,0.124
1696,50,2022-23,1.8,1.1,1,0.5,0.1,0.3,Delon Wright,1,1626153,12.2,0.057,0.127,0.143,0.523,0.219
1697,50,2022-23,2,0.8,1,0.4,0.1,0.2,Delon Wright,2,1626153,2.4,0.031,0.103,0.125,0.64,0.212
1698,50,2022-23,2,0.7,0.9,0.4,0.1,0.2,Delon Wright,3,1626153,7.2,0.045,0.081,0.125,0.651,0.218
1699,49,2022-23,1.6,1,1,0.4,0.1,0.2,Delon Wright,4,1626153,-5.2,0.067,0.076,0.111,0.52,0.19
1700,31,2022-23,1.7,0.9,0.5,0.5,0,0.3,Thaddeus Young,1,201152,-6.3,0.066,0.119,0.132,0.659,0.15
1701,49,2022-23,1.6,1.2,0.5,0.3,0,0.3,Thaddeus Young,2,201152,-2.5,0.086,0.137,0.126,0.578,0.123
1702,35,2022-23,1,1,0.4,0.2,0,0.2,Thaddeus Young,3,201152,-5.2,0.073,0.149,0.119,0.403,0.111
1703,35,2022-23,1.9,1.2,0.6,0.4,0.1,0.3,Thaddeus Young,4,201152,-9.7,0.1,0.143,0.148,0.626,0.158
1704,73,2022-23,7.5,0.9,3.2,0.3,0.1,1.1,Trae Young,1,1629027,3.9,0.02,0.062,0.299,0.555,0.413
1705,73,2022-23,5.4,0.6,2.1,0.2,0,1,Trae Young,2,1629027,-0.8,0.022,0.062,0.308,0.606,0.418
1706,73,2022-23,8.4,0.9,3.1,0.4,0,1.3,Trae Young,3,1629027,4.3,0.019,0.062,0.323,0.592,0.43
1707,68,2022-23,5.1,0.6,1.8,0.1,0,0.8,Trae Young,4,1629027,-5.9,0.026,0.066,0.326,0.536,0.379
1708,6,2022-23,0.7,0.8,0,0,0,0.2,Omer Yurtseven,1,1630209,-19.4,0.053,0.267,0.125,0.5,0
1709,3,2022-23,1.7,1.3,0.7,0,0,0.3,Omer Yurtseven,2,1630209,2.2,0.167,0.077,0.2,0.417,0.25
1710,3,2022-23,2,1,0,0,0.3,0,Omer Yurtseven,3,1630209,-5.7,0.063,0.167,0.184,0.436,0
1711,7,2022-23,3.6,1.6,0,0.3,0.1,0.3,Omer Yurtseven,4,1630209,14.3,0.081,0.182,0.149,0.98,0
1712,13,2022-23,2.3,1.7,0.3,0.1,0,0.2,Cody Zeller,1,203469,-7.8,0.148,0.265,0.164,0.691,0.103
1713,14,2022-23,2.9,1.3,0.2,0.1,0.1,0.6,Cody Zeller,2,203469,-17.9,0.108,0.183,0.211,0.733,0.073
1714,12,2022-23,1.8,1.3,0.1,0.1,0.1,0.2,Cody Zeller,3,203469,-8.3,0.128,0.2,0.178,0.583,0.033
1715,8,2022-23,0.8,1,0.2,0,0.1,0.2,Cody Zeller,4,203469,-1.3,0.075,0.139,0.115,0.46,0.1
1716,76,2022-23,3.4,3.2,0.3,0.1,0.4,0.5,Ivica Zubac,1,1627826,-2.3,0.133,0.253,0.162,0.633,0.047
1717,75,2022-23,2.6,2.5,0.2,0.1,0.3,0.3,Ivica Zubac,2,1627826,-5,0.113,0.241,0.142,0.636,0.049
1718,75,2022-23,3.3,2.7,0.3,0.1,0.4,0.4,Ivica Zubac,3,1627826,6.6,0.088,0.24,0.145,0.706,0.049
1719,54,2022-23,2.2,2.1,0.3,0.2,0.3,0.5,Ivica Zubac,4,1627826,-5,0.123,0.206,0.142,0.675,0.06
