,GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,period,PLAYER_ID,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
1258,58,2022-23,3.2,0.5,0.4,0.2,0.1,0.3,Norman Powell,3,1626181,-9.9,0.017,0.076,0.26,0.575,0.145
1259,56,2022-23,5.7,0.9,0.7,0.2,0.1,0.5,Norman Powell,4,1626181,-1.3,0.022,0.076,0.232,0.648,0.119
1260,4,2022-23,1.2,1.2,1.2,0.2,0,0.8,Joshua Primo,1,1630563,-2,0,0.227,0.155,0.388,0.238
1261,4,2022-23,2,0.8,1.2,0,0,0.5,Joshua Primo,2,1630563,16.1,0.032,0.063,0.141,0.592,0.217
1262,4,2022-23,2.8,0.8,0.8,0,0.5,0.5,Joshua Primo,3,1630563,14.5,0,0.103,0.213,0.506,0.158
1263,4,2022-23,1,0.5,1.2,0,0,1,Joshua Primo,4,1630563,-29.5,0.045,0.071,0.185,0.34,0.385
1264,54,2022-23,2.2,0.6,0.4,0.1,0,0.2,Taurean Prince,1,1627752,1.8,0.014,0.097,0.161,0.578,0.099
1265,53,2022-23,2.6,0.6,0.5,0.2,0.1,0.5,Taurean Prince,2,1627752,2.7,0.013,0.079,0.172,0.643,0.109
1266,53,2022-23,2.3,0.7,0.3,0.1,0.1,0.4,Taurean Prince,3,1627752,-1.9,0.01,0.105,0.149,0.645,0.066
1267,44,2022-23,2.5,0.7,0.5,0.2,0,0.3,Taurean Prince,4,1627752,0.5,0.014,0.097,0.182,0.521,0.106
1268,28,2022-23,1.8,0.5,0.3,0,0,0.1,Payton Pritchard,1,1630202,11,0.061,0.065,0.159,0.671,0.119
1269,28,2022-23,2.3,0.8,0.5,0.1,0,0.2,Payton Pritchard,2,1630202,8.3,0.027,0.118,0.184,0.591,0.133
1270,27,2022-23,1.6,0.8,0.4,0.2,0,0.3,Payton Pritchard,3,1630202,13.4,0.056,0.088,0.152,0.462,0.107
1271,41,2022-23,2.7,0.8,0.8,0.2,0,0.6,Payton Pritchard,4,1630202,-13.4,0.024,0.095,0.238,0.493,0.215
1272,3,2022-23,0,1,0.3,0,0,0.3,Trevelin Queen,1,1630243,-10.1,0.091,0.091,0.154,0,0.083
1273,2,2022-23,0,2,0.5,0.5,1,0.5,Trevelin Queen,2,1630243,33.3,0,0.308,0.105,0,0.143
1274,2,2022-23,2.5,0.5,0,0,0,0.5,Trevelin Queen,3,1630243,-51.5,0.083,0,0.217,0.625,0
1275,5,2022-23,3.2,1.8,0.8,0.2,0.6,0.8,Trevelin Queen,4,1630243,21.6,0.1,0.114,0.218,0.377,0.138
1276,4,2022-23,0,0.8,0.2,0,0,0,Neemias Queta,1,1629674,-42.2,0.214,0,0.071,0,0.167
1277,4,2022-23,2.5,1.2,0,0,0.2,0,Neemias Queta,2,1629674,-27.5,0.1,0.364,0.217,1,0
1278,1,2022-23,0,0,0,0,0,0,Neemias Queta,3,1629674,200,0,0,0,0,0
1279,3,2022-23,0.7,1,0,0,0.3,0.3,Neemias Queta,4,1629674,-69.6,0.077,0.25,0.154,0.347,0
1280,81,2022-23,3,1.1,0.8,0.2,0,0.2,Immanuel Quickley,1,1630193,17.4,0.036,0.134,0.183,0.613,0.183
1281,81,2022-23,4.2,1,0.9,0.3,0,0.4,Immanuel Quickley,2,1630193,5.5,0.015,0.109,0.217,0.585,0.182
1282,79,2022-23,3.4,0.8,0.7,0.2,0,0.3,Immanuel Quickley,3,1630193,6,0.026,0.098,0.21,0.611,0.181
1283,79,2022-23,4.3,1.3,1,0.4,0.1,0.3,Immanuel Quickley,4,1630193,-0.5,0.021,0.107,0.203,0.531,0.167
1284,4,2022-23,2.5,0.8,0.5,0.2,0,1.2,Lester Quinones,4,1631311,14.6,0.071,0.087,0.283,0.654,0.125
1285,77,2022-23,9.1,3.3,1.1,0.2,0,0.8,Julius Randle,1,203944,4.5,0.039,0.245,0.318,0.603,0.174
1286,77,2022-23,4.9,1.8,0.7,0.1,0.1,0.5,Julius Randle,2,203944,7.3,0.058,0.22,0.29,0.577,0.165
1287,76,2022-23,6.8,2.9,1.5,0.2,0.1,0.9,Julius Randle,3,203944,1.2,0.044,0.227,0.273,0.552,0.207
1288,69,2022-23,4.5,2,0.8,0.2,0.1,0.7,Julius Randle,4,203944,-2.1,0.069,0.205,0.259,0.595,0.191
1289,64,2022-23,3,0.8,0.7,0.1,0,0.2,Austin Reaves,1,1630559,-4,0.018,0.101,0.146,0.704,0.147
1290,64,2022-23,3.8,0.9,1,0.2,0.1,0.4,Austin Reaves,2,1630559,15,0.021,0.086,0.161,0.71,0.158
1291,63,2022-23,2.9,0.5,0.9,0.1,0,0.4,Austin Reaves,3,1630559,2.8,0.01,0.063,0.17,0.612,0.174
1292,61,2022-23,3.4,0.8,0.9,0.1,0.1,0.5,Austin Reaves,4,1630559,5.3,0.024,0.068,0.143,0.727,0.142
1293,37,2022-23,2.6,0.6,0.4,0.2,0.1,0.3,Cam Reddish,1,1629629,-4.1,0.023,0.078,0.192,0.506,0.085
1294,39,2022-23,2.8,0.6,0.4,0.2,0.1,0.2,Cam Reddish,2,1629629,-6.6,0.021,0.065,0.156,0.587,0.081
1295,36,2022-23,2.2,0.5,0.4,0.2,0.1,0.4,Cam Reddish,3,1629629,-20,0.009,0.076,0.151,0.598,0.093
1296,34,2022-23,2.9,0.6,0.4,0.3,0.1,0.4,Cam Reddish,4,1629629,-7,0.016,0.065,0.168,0.572,0.084
1297,31,2022-23,1.5,1,0.1,0.1,0.1,0.2,Paul Reed,1,1630194,-5.1,0.17,0.163,0.141,0.796,0.043
1298,54,2022-23,1.5,1.7,0.2,0.4,0.4,0.2,Paul Reed,2,1630194,-9.6,0.153,0.231,0.146,0.561,0.059
1299,29,2022-23,1.1,1,0.1,0.3,0.1,0.2,Paul Reed,3,1630194,6.9,0.097,0.19,0.137,0.601,0.026
1300,55,2022-23,2.3,1.9,0.2,0.3,0.4,0.3,Paul Reed,4,1630194,7.1,0.156,0.212,0.171,0.614,0.06
1301,59,2022-23,3.5,1.3,0.4,0.2,0.2,0.3,Naz Reid,1,1629675,4.9,0.059,0.2,0.249,0.627,0.104
1302,58,2022-23,3.7,1.7,0.3,0.2,0.3,0.4,Naz Reid,2,1629675,-6.8,0.055,0.206,0.239,0.632,0.082
1303,63,2022-23,2.9,1.3,0.3,0.2,0.2,0.5,Naz Reid,3,1629675,-9.7,0.067,0.189,0.223,0.635,0.086
1304,49,2022-23,3.4,1.6,0.4,0.2,0.3,0.4,Naz Reid,4,1629675,-3,0.05,0.229,0.255,0.586,0.123
1305,5,2022-23,0.8,1.2,0,0.2,0,0,Jared Rhoden,1,1631197,94.8,0.154,0.235,0.147,0.4,0
1306,10,2022-23,2.3,1.9,0.2,0.2,0.1,0.3,Jared Rhoden,2,1631197,-0.1,0.076,0.188,0.123,0.613,0.038
1307,8,2022-23,0.4,0.4,0,0.1,0,0,Jared Rhoden,3,1631197,10.7,0,0.111,0.029,0.75,0
1308,12,2022-23,1.2,0.8,0.2,0,0,0,Jared Rhoden,4,1631197,-9,0.037,0.075,0.111,0.359,0.036
1309,60,2022-23,2.6,1.8,0.1,0,0.2,0.3,Nick Richards,1,1630208,-3.1,0.115,0.208,0.17,0.668,0.039
1310,60,2022-23,2.2,1.8,0.2,0,0.4,0.2,Nick Richards,2,1630208,-12.9,0.091,0.233,0.135,0.704,0.056
1311,59,2022-23,2.2,1.7,0.2,0,0.3,0.2,Nick Richards,3,1630208,-6.1,0.123,0.214,0.157,0.706,0.05
1312,59,2022-23,2,1.7,0.1,0.1,0.3,0.3,Nick Richards,4,1630208,5.7,0.125,0.187,0.145,0.641,0.039
1313,65,2022-23,2.8,0.6,0.7,0.2,0.1,0.3,Josh Richardson,1,1626196,-9.2,0.011,0.09,0.198,0.562,0.167
1314,64,2022-23,3,0.9,0.6,0.3,0.1,0.3,Josh Richardson,2,1626196,2.2,0.028,0.1,0.181,0.595,0.143
1315,65,2022-23,2.4,0.7,0.9,0.3,0.1,0.3,Josh Richardson,3,1626196,0.5,0.045,0.078,0.17,0.546,0.203
1316,62,2022-23,2,0.6,0.5,0.3,0,0.5,Josh Richardson,4,1626196,-15.2,0.021,0.079,0.173,0.502,0.123
1317,35,2022-23,1.4,0.5,0.3,0.1,0,0.2,Duncan Robinson,1,1629130,-10.3,0.027,0.12,0.159,0.499,0.106
1318,34,2022-23,3,0.9,0.4,0.1,0,0.2,Duncan Robinson,2,1629130,1,0.013,0.114,0.178,0.563,0.089
1319,28,2022-23,1.2,0.2,0.1,0,0,0.2,Duncan Robinson,3,1629130,-10.2,0,0.069,0.165,0.441,0.044
1320,36,2022-23,2.3,0.4,0.5,0.2,0,0.2,Duncan Robinson,4,1629130,-5.5,0.005,0.068,0.177,0.569,0.144
1321,59,2022-23,2.5,2.7,0.3,0.3,0.5,0.2,Mitchell Robinson,1,1629011,5.7,0.149,0.167,0.111,0.669,0.049
1322,58,2022-23,1.7,2.3,0.3,0.2,0.5,0.2,Mitchell Robinson,2,1629011,11.7,0.173,0.18,0.092,0.673,0.048
1323,57,2022-23,1.8,2.5,0.2,0.2,0.4,0.2,Mitchell Robinson,3,1629011,10.2,0.161,0.193,0.099,0.65,0.032
1324,44,2022-23,1.8,2.5,0.2,0.2,0.5,0.1,Mitchell Robinson,4,1629011,0,0.181,0.174,0.098,0.625,0.046
1325,26,2022-23,1,1.2,0.2,0.2,0.1,0.2,Orlando Robinson,1,1631115,10.9,0.079,0.244,0.116,0.538,0.049
1326,24,2022-23,1.7,1.7,0.2,0.1,0.2,0.2,Orlando Robinson,2,1631115,16.4,0.134,0.238,0.118,0.701,0.078
1327,25,2022-23,1,0.9,0.2,0,0.1,0.1,Orlando Robinson,3,1631115,-17.7,0.1,0.148,0.123,0.518,0.083
1328,21,2022-23,1.1,1.5,0.5,0.1,0.1,0.1,Orlando Robinson,4,1631115,4.2,0.114,0.184,0.103,0.524,0.141
1329,34,2022-23,2,1.3,0.2,0.1,0.1,0.1,Jeremiah Robinson-Earl,1,1630526,-5.9,0.06,0.148,0.153,0.468,0.043
1330,39,2022-23,2,1.3,0.3,0.2,0.1,0.1,Jeremiah Robinson-Earl,2,1630526,7.8,0.108,0.115,0.151,0.528,0.069
1331,39,2022-23,2,1.1,0.3,0.2,0.1,0.1,Jeremiah Robinson-Earl,3,1630526,2.6,0.066,0.127,0.135,0.609,0.079
1332,34,2022-23,2,1.3,0.3,0.2,0.1,0.2,Jeremiah Robinson-Earl,4,1630526,-7,0.095,0.127,0.127,0.646,0.089
1333,47,2022-23,1.8,0.6,0.3,0.2,0.1,0.2,David Roddy,1,1631223,3.5,0.03,0.067,0.178,0.445,0.07
1334,65,2022-23,2.3,0.9,0.4,0.2,0.1,0.3,David Roddy,2,1631223,-0.3,0.031,0.102,0.161,0.526,0.082
1335,49,2022-23,1.3,0.8,0.2,0.1,0.1,0.3,David Roddy,3,1631223,-0.7,0.039,0.117,0.126,0.517,0.048
1336,63,2022-23,2.7,1.1,0.2,0.1,0.1,0.3,David Roddy,4,1631223,-7,0.045,0.132,0.18,0.56,0.05
1337,1,2022-23,3,0,0,0,0,2,Ryan Rollins,1,1631157,-44.4,0,0,0.444,0.75,0
1338,2,2022-23,0,1,0,0,0,0,Ryan Rollins,2,1631157,-45,0,0.286,0.056,0,0
1339,2,2022-23,3.5,0.5,0,0,0,2,Ryan Rollins,3,1631157,-47.4,0,0.1,0.474,0.717,0
1340,11,2022-23,1.2,0.8,0.5,0.1,0.1,0.9,Ryan Rollins,4,1631157,-34.2,0.057,0.158,0.24,0.44,0.286
1341,24,2022-23,2.3,0.5,0.8,0,0.1,0.3,Derrick Rose,1,201565,18,0.039,0.07,0.222,0.551,0.267
1342,24,2022-23,1.7,0.5,0.3,0,0,0.2,Derrick Rose,2,201565,0.6,0.038,0.082,0.238,0.498,0.143
1343,19,2022-23,1.4,0.4,0.5,0.3,0.1,0.3,Derrick Rose,3,201565,0.7,0.013,0.081,0.187,0.397,0.172
1344,22,2022-23,1.4,0.4,0.4,0,0,0.3,Derrick Rose,4,201565,-39.4,0,0.099,0.235,0.374,0.231
1345,63,2022-23,5.3,1.3,1.6,0.4,0.1,0.5,Terry Rozier,1,1626179,-8,0.016,0.109,0.241,0.505,0.224
1346,62,2022-23,4.5,0.9,1.2,0.2,0.1,0.6,Terry Rozier,2,1626179,-14.2,0.019,0.094,0.269,0.502,0.248
1347,61,2022-23,6.5,1.2,1.2,0.4,0.1,0.5,Terry Rozier,3,1626179,-0.4,0.024,0.095,0.26,0.558,0.19
1348,60,2022-23,5.2,0.8,1.2,0.2,0,0.6,Terry Rozier,4,1626179,-1.5,0.024,0.077,0.277,0.519,0.228
1349,33,2022-23,0.6,0.6,1,0.2,0.2,0.2,Ricky Rubio,1,201937,-5.3,0.017,0.109,0.167,0.203,0.337
1350,33,2022-23,1.6,0.5,0.9,0.1,0,0.3,Ricky Rubio,2,201937,-0.2,0.013,0.106,0.157,0.56,0.257
1351,30,2022-23,1.7,0.6,0.9,0.3,0,0.3,Ricky Rubio,3,201937,-4.2,0.014,0.121,0.198,0.488,0.314
1352,24,2022-23,2,0.6,1,0.3,0,0.2,Ricky Rubio,4,201937,25,0.017,0.113,0.166,0.545,0.278
1353,71,2022-23,5.5,0.8,1.8,0.2,0.2,0.5,D'Angelo Russell,1,1626156,3.2,0.015,0.075,0.239,0.641,0.293
1354,70,2022-23,4.4,0.7,1.6,0.3,0.1,0.8,D'Angelo Russell,2,1626156,0.3,0.02,0.068,0.231,0.599,0.301
1355,69,2022-23,3.4,0.7,1.5,0.3,0.1,0.7,D'Angelo Russell,3,1626156,-3.7,0.02,0.068,0.203,0.547,0.267
1356,66,2022-23,5.1,0.9,1.4,0.3,0.1,0.7,D'Angelo Russell,4,1626156,6.9,0.009,0.087,0.224,0.627,0.234
1357,8,2022-23,1.2,0.4,0.1,0,0,0,Matt Ryan,1,1630346,-34.2,0.032,0.083,0.133,0.484,0.045
1358,17,2022-23,1.6,0.5,0.1,0.1,0.1,0.3,Matt Ryan,2,1630346,16.2,0.011,0.07,0.184,0.411,0.033
1359,15,2022-23,1.4,0.2,0.2,0,0,0.1,Matt Ryan,3,1630346,-11,0,0.043,0.131,0.517,0.059
1360,29,2022-23,2.2,0.4,0.3,0.1,0,0,Matt Ryan,4,1630346,8.5,0.016,0.074,0.159,0.643,0.098
1361,79,2022-23,6.2,3.8,2.3,0.2,0.1,0.7,Domantas Sabonis,1,1627734,-1,0.089,0.305,0.238,0.67,0.35
1362,79,2022-23,4.9,3.2,1.7,0.2,0.1,0.8,Domantas Sabonis,2,1627734,5.4,0.115,0.289,0.231,0.672,0.303
1363,78,2022-23,4.9,3.2,2,0.2,0.1,0.8,Domantas Sabonis,3,1627734,2.3,0.073,0.284,0.209,0.656,0.291
1364,74,2022-23,3.3,2.3,1.4,0.1,0.1,0.5,Domantas Sabonis,4,1627734,11.5,0.115,0.206,0.168,0.67,0.245
1365,7,2022-23,2.1,1.1,0.3,0.3,0.1,0.3,Luka Samanic,1,1629677,0,0,0.195,0.209,0.476,0.063
1366,6,2022-23,3,1.5,0.5,0.3,0.2,0.7,Luka Samanic,2,1629677,-12.2,0,0.18,0.146,0.911,0.111
1367,6,2022-23,4.2,1.2,1,0.2,0,0.3,Luka Samanic,3,1629677,6.1,0,0.163,0.244,0.615,0.171
1368,7,2022-23,1.6,0.9,0.6,0.1,0,0.3,Luka Samanic,4,1629677,-0.1,0,0.115,0.178,0.328,0.111
1369,44,2022-23,2,1.1,0.6,0.1,0.1,0.3,Dario Saric,1,203967,7.3,0.057,0.186,0.153,0.709,0.155
1370,46,2022-23,1.8,1.3,0.5,0.2,0,0.3,Dario Saric,2,203967,3.3,0.059,0.213,0.189,0.434,0.143
1371,31,2022-23,2.7,1.2,0.4,0.2,0,0.4,Dario Saric,3,203967,2.1,0.077,0.176,0.195,0.662,0.116
1372,41,2022-23,2.6,1.4,0.3,0,0,0.5,Dario Saric,4,203967,-6,0.066,0.199,0.205,0.594,0.099
1373,4,2022-23,1,1.5,0.2,0,0.2,0,Olivier Sarr,1,1630846,31,0,0.176,0.033,1,0.05
1374,5,2022-23,1.4,1.2,0,0.2,0,0.2,Olivier Sarr,2,1630846,7.9,0.1,0.182,0.17,0.509,0
1375,5,2022-23,2,1.8,0.4,0,0.4,0.6,Olivier Sarr,3,1630846,1.4,0.14,0.088,0.17,0.421,0.071
1376,7,2022-23,2.1,1.4,0.1,0,0.3,0,Olivier Sarr,4,1630846,-5.2,0.095,0.154,0.135,0.609,0.045
1377,19,2022-23,0.7,0.5,0.5,0.1,0,0.1,Admiral Schofield,1,1629678,-17.3,0.092,0.065,0.119,0.406,0.225
1378,28,2022-23,2,1,0.3,0,0.1,0.1,Admiral Schofield,2,1629678,-14,0.051,0.122,0.144,0.597,0.095
1379,21,2022-23,0.8,0.3,0.3,0.1,0,0.1,Admiral Schofield,3,1629678,-11.9,0.023,0.079,0.128,0.393,0.113
1380,30,2022-23,2.3,0.6,0.2,0.1,0.1,0.3,Admiral Schofield,4,1629678,1.9,0.036,0.074,0.147,0.728,0.061
1381,66,2022-23,2.1,0.6,1.1,0.2,0,0.3,Dennis Schroder,1,203471,2.1,0.006,0.068,0.161,0.453,0.199
1382,66,2022-23,3.4,0.7,1.1,0.1,0,0.5,Dennis Schroder,2,203471,-6.6,0.012,0.077,0.2,0.546,0.202
1383,65,2022-23,3.2,0.6,1.1,0.2,0,0.5,Dennis Schroder,3,203471,3.6,0.015,0.059,0.188,0.544,0.194
1384,63,2022-23,4,0.6,1.3,0.2,0.1,0.4,Dennis Schroder,4,203471,12.4,0.011,0.061,0.187,0.611,0.217
1385,5,2022-23,0.8,0.2,0,0,0,0,Dereon Seabron,4,1631220,36.8,0.067,0,0.156,0.4,0
1386,75,2022-23,4.7,2.7,1.2,0.3,0.2,0.7,Alperen Sengun,1,1630578,-7.6,0.118,0.199,0.22,0.614,0.193
1387,75,2022-23,4,2.2,0.9,0.1,0.2,0.6,Alperen Sengun,2,1630578,-7.2,0.1,0.182,0.206,0.649,0.191
1388,75,2022-23,3.8,2.5,1.2,0.3,0.3,0.7,Alperen Sengun,3,1630578,-6.7,0.096,0.223,0.199,0.593,0.206
1389,63,2022-23,2.7,2,0.7,0.2,0.3,0.6,Alperen Sengun,4,1630578,-11.7,0.114,0.218,0.221,0.519,0.209
1390,48,2022-23,4,0.5,1,0.1,0,0.4,Collin Sexton,1,1629012,5.4,0.032,0.048,0.259,0.606,0.227
1391,47,2022-23,3.9,0.7,0.6,0.3,0,0.6,Collin Sexton,2,1629012,3.5,0.036,0.065,0.211,0.658,0.132
1392,46,2022-23,4.2,0.6,0.8,0.1,0,0.4,Collin Sexton,3,1629012,-4.8,0.035,0.055,0.239,0.614,0.193
1393,40,2022-23,2.9,0.5,0.6,0.2,0,0.5,Collin Sexton,4,1629012,-5.3,0.025,0.054,0.211,0.579,0.164
1394,36,2022-23,1.3,0.5,0.6,0.1,0,0.2,Landry Shamet,1,1629013,4.2,0.016,0.086,0.157,0.399,0.147
1395,38,2022-23,2.7,0.5,0.7,0.2,0,0.2,Landry Shamet,2,1629013,1.1,0.013,0.071,0.197,0.564,0.198
1396,38,2022-23,2.2,0.5,0.6,0.2,0.1,0.3,Landry Shamet,3,1629013,8.7,0.015,0.078,0.171,0.567,0.146
1397,31,2022-23,3.5,0.4,0.7,0.3,0.1,0.4,Landry Shamet,4,1629013,-3.5,0.009,0.046,0.208,0.561,0.169
1398,31,2022-23,2,1.6,0.3,0.2,0.4,0.3,Day'Ron Sharpe,1,1630549,-8.1,0.181,0.16,0.188,0.567,0.087
1399,24,2022-23,1.8,2.1,0.3,0.1,0.2,0.6,Day'Ron Sharpe,2,1630549,-26.6,0.211,0.207,0.183,0.549,0.104
1400,28,2022-23,1.5,0.9,0.1,0.1,0.2,0.2,Day'Ron Sharpe,3,1630549,-23.4,0.111,0.123,0.154,0.57,0.026
1401,37,2022-23,2.2,2,0.5,0.1,0.2,0.3,Day'Ron Sharpe,4,1630549,10.3,0.164,0.24,0.167,0.62,0.146
1402,79,2022-23,3.1,0.9,0.4,0.1,0.1,0.3,Shaedon Sharpe,1,1631101,-9.2,0.041,0.111,0.201,0.55,0.083
1403,76,2022-23,2.7,0.8,0.3,0.1,0.1,0.3,Shaedon Sharpe,2,1631101,-5.8,0.037,0.113,0.183,0.607,0.082
1404,74,2022-23,2.1,0.6,0.2,0.1,0.1,0.3,Shaedon Sharpe,3,1631101,-6.9,0.028,0.078,0.164,0.549,0.049
1405,74,2022-23,2.6,0.7,0.4,0.1,0.1,0.3,Shaedon Sharpe,4,1631101,-8.3,0.039,0.102,0.193,0.571,0.103
1406,71,2022-23,6.8,2,1.5,0.3,0.1,0.6,Pascal Siakam,1,1627783,5,0.039,0.174,0.268,0.587,0.21
1407,71,2022-23,5.7,2,1.4,0.1,0.1,0.6,Pascal Siakam,2,1627783,-2.1,0.045,0.202,0.29,0.541,0.267
1408,71,2022-23,7.3,2.1,1.5,0.3,0.1,0.6,Pascal Siakam,3,1627783,2.7,0.046,0.179,0.277,0.589,0.241
1409,68,2022-23,4.6,1.8,1.5,0.2,0.1,0.6,Pascal Siakam,4,1627783,2.8,0.062,0.153,0.243,0.538,0.266
1410,42,2022-23,2.2,1.6,1.8,0.4,0.1,0.7,Ben Simmons,1,1627732,0.4,0.037,0.171,0.164,0.51,0.276
1411,42,2022-23,2,2,1.8,0.4,0.1,0.4,Ben Simmons,2,1627732,-2.2,0.049,0.229,0.126,0.602,0.335
1412,39,2022-23,2.1,1.4,1.8,0.3,0.2,0.7,Ben Simmons,3,1627732,5,0.035,0.142,0.155,0.582,0.321
1413,34,2022-23,1,1.6,1.1,0.3,0.2,0.7,Ben Simmons,4,1627732,8.4,0.03,0.219,0.118,0.564,0.232
1414,62,2022-23,5,0.5,1.1,0.2,0,0.3,Anfernee Simons,1,1629014,-6.6,0.004,0.062,0.232,0.591,0.195
1415,62,2022-23,5.3,0.8,1.2,0.2,0,0.6,Anfernee Simons,2,1629014,6.5,0.017,0.068,0.237,0.58,0.195
1416,62,2022-23,5.4,0.7,0.9,0.1,0.1,0.6,Anfernee Simons,3,1629014,-5.8,0.002,0.08,0.261,0.591,0.163
1417,58,2022-23,5.5,0.6,1,0.1,0.1,0.6,Anfernee Simons,4,1629014,-1.2,0.012,0.057,0.262,0.557,0.185
1418,28,2022-23,0.7,1.8,0.2,0.1,0.1,0.2,Jericho Sims,1,1630579,-7.2,0.124,0.175,0.046,0.909,0.051
1419,43,2022-23,1.3,1.8,0.2,0.1,0.2,0.2,Jericho Sims,2,1630579,-0.6,0.139,0.174,0.085,0.691,0.048
1420,32,2022-23,1.2,1.8,0.2,0.2,0.2,0.1,Jericho Sims,3,1630579,-8.8,0.11,0.217,0.07,0.75,0.048
1421,42,2022-23,1.6,1.3,0.1,0,0.2,0.2,Jericho Sims,4,1630579,-11.3,0.093,0.147,0.086,0.854,0.029
1422,61,2022-23,3,1,1.7,0.4,0.1,0.5,Marcus Smart,1,203935,8.4,0.022,0.078,0.165,0.529,0.24
1423,61,2022-23,3.1,0.9,1.7,0.4,0.1,0.7,Marcus Smart,2,203935,2.1,0.033,0.078,0.199,0.51,0.285
1424,60,2022-23,3.2,0.6,1.8,0.4,0.2,0.6,Marcus Smart,3,203935,8.5,0.014,0.058,0.169,0.569,0.27
1425,51,2022-23,2.4,0.7,1.2,0.3,0,0.6,Marcus Smart,4,203935,7.6,0.029,0.075,0.165,0.551,0.234
1426,5,2022-23,0.8,0,0.4,0.2,0.2,0.2,Dru Smith,1,1630696,-55.1,0,0,0.157,0.286,0.143
1427,6,2022-23,1,1.5,0.5,0.3,0.2,0,Dru Smith,2,1630696,9.7,0,0.209,0.118,0.333,0.107
1428,6,2022-23,1.8,0.8,1.5,0.3,0.3,0,Dru Smith,3,1630696,5.6,0.026,0.121,0.134,0.481,0.333
1429,14,2022-23,1.6,0.7,0.6,0.4,0,0.1,Dru Smith,4,1630696,-10.6,0.015,0.125,0.131,0.609,0.211
1430,15,2022-23,1.6,0.7,1.1,0,0,0.1,Ish Smith,1,202397,20.7,0,0.147,0.154,0.571,0.327
1431,19,2022-23,1.4,0.8,1.3,0.3,0.2,0.9,Ish Smith,2,202397,9.9,0.011,0.118,0.201,0.398,0.282
1432,16,2022-23,0.8,0.5,0.8,0.1,0,0.2,Ish Smith,3,202397,-22.1,0.02,0.137,0.142,0.4,0.308
1433,41,2022-23,1.1,0.5,1.1,0,0.1,0.5,Ish Smith,4,202397,-18.7,0.017,0.098,0.205,0.358,0.435
1434,61,2022-23,2.8,1.6,0.2,0.1,0.2,0.3,Jalen Smith,1,1630188,-20,0.077,0.206,0.212,0.533,0.061
1435,57,2022-23,2.9,1.7,0.4,0.1,0.3,0.3,Jalen Smith,2,1630188,-0.5,0.085,0.205,0.202,0.569,0.105
1436,59,2022-23,3.3,1.9,0.4,0.1,0.3,0.3,Jalen Smith,3,1630188,-1.3,0.106,0.197,0.216,0.589,0.096
1437,49,2022-23,2.4,1.8,0.1,0.1,0.2,0.3,Jalen Smith,4,1630188,8.9,0.106,0.191,0.168,0.577,0.038
1438,54,2022-23,1.6,0.6,1.2,0.4,0.1,0.4,Dennis Smith Jr.,1,1628372,-3.4,0.012,0.082,0.169,0.402,0.265
1439,53,2022-23,2.7,1.1,1.5,0.3,0.1,0.4,Dennis Smith Jr.,2,1628372,-9,0.023,0.117,0.176,0.502,0.288
1440,52,2022-23,2.2,0.7,1.1,0.3,0.1,0.4,Dennis Smith Jr.,3,1628372,4.6,0.02,0.08,0.18,0.486,0.272
1441,51,2022-23,2.5,0.8,1.2,0.5,0.2,0.4,Dennis Smith Jr.,4,1628372,-1.7,0.016,0.086,0.172,0.506,0.268
1442,79,2022-23,3.5,1.9,0.4,0.2,0.3,0.3,Jabari Smith Jr.,1,1631095,-8.4,0.043,0.175,0.166,0.549,0.054
1443,78,2022-23,2.9,1.8,0.3,0.1,0.2,0.4,Jabari Smith Jr.,2,1631095,-12.9,0.048,0.171,0.185,0.468,0.05
1444,79,2022-23,3.6,1.8,0.4,0.2,0.2,0.3,Jabari Smith Jr.,3,1631095,-14.2,0.062,0.165,0.193,0.54,0.067
1445,70,2022-23,3.1,1.9,0.3,0.1,0.2,0.3,Jabari Smith Jr.,4,1631095,-10.1,0.035,0.215,0.19,0.49,0.067
1446,56,2022-23,3.6,1.6,0.9,0.1,0.1,0.3,Jeremy Sochan,1,1631110,-12.2,0.055,0.15,0.197,0.532,0.156
1447,54,2022-23,2.5,1.4,0.7,0.3,0.1,0.7,Jeremy Sochan,2,1631110,-5.1,0.06,0.147,0.201,0.5,0.143
1448,52,2022-23,3.3,1.5,0.6,0.2,0.1,0.5,Jeremy Sochan,3,1631110,1.6,0.075,0.142,0.224,0.5,0.123
1449,48,2022-23,2.1,1,0.5,0.2,0.1,0.3,Jeremy Sochan,4,1631110,-10.2,0.051,0.117,0.151,0.5,0.099
1450,2,2022-23,2.5,0,0.5,0,0,0.5,Jaden Springer,1,1630531,23.8,0,0,0.161,0.625,0.091
1451,1,2022-23,4,1,1,0,1,1,Jaden Springer,2,1630531,-19,0,0.091,0.167,0.667,0.2
1452,1,2022-23,2,0,0,0,0,0,Jaden Springer,3,1630531,14.4,0,0,0.091,1,0
1453,15,2022-23,2,0.9,0.4,0.5,0.1,0.1,Jaden Springer,4,1630531,-7.1,0.103,0.113,0.211,0.506,0.167
1454,40,2022-23,1.6,1,0,0.1,0.1,0.1,Lamar Stevens,1,1630205,-10.4,0.029,0.137,0.124,0.478,0.011
